"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","total_spend","mean_spend","mean_spend_adstocked","mean_carryover","mean_response","spend_share","effect_share","roi_mean","roi_total","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"1","(Intercept)",13929.6323042802,8942823.93934788,0.472992295643002,13929.6323042802,0.347247193672392,8942823.93934788,0.472992295643002,13929.6323042802,0.347247193672392,TRUE,0.7688531,0.631171919131703,0.710532921199362,0.532490059715002,0.10434918967011,0.663973786638199,1.08076964125526,0.663973786638199,0.0101816750201976,0,10998.5580581536,0.00755335,1437232.53871745,1e-04,"1_1320_1",1,1320,1,1320,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"2","trend",0,0,0,0,0,0,0,0,0,TRUE,0.7688531,0.631171919131703,0.710532921199362,0.532490059715002,0.10434918967011,0.663973786638199,1.08076964125526,0.663973786638199,0.0101816750201976,0,10998.5580581536,0.00755335,1437232.53871745,1e-04,"1_1320_1",1,1320,1,1320,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"3","season",0.318614301017068,159267.984364291,0.00842379656111101,248.080972530049,0.00618432846128373,159267.984364291,0.00842379656111101,248.080972530049,0.00618432846128373,TRUE,0.7688531,0.631171919131703,0.710532921199362,0.532490059715002,0.10434918967011,0.663973786638199,1.08076964125526,0.663973786638199,0.0101816750201976,0,10998.5580581536,0.00755335,1437232.53871745,1e-04,"1_1320_1",1,1320,1,1320,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"4","holiday",0.640067662688767,223022.549964284,0.011795820716499,10137.3886347402,0.25271160628542,223022.549964284,0.011795820716499,10137.3886347402,0.25271160628542,TRUE,0.7688531,0.631171919131703,0.710532921199362,0.532490059715002,0.10434918967011,0.663973786638199,1.08076964125526,0.663973786638199,0.0101816750201976,0,10998.5580581536,0.00755335,1437232.53871745,1e-04,"1_1320_1",1,1320,1,1320,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"5","fb_paid_spend",25265.6979200536,2636111.81711449,0.139425822134607,4106.09317307552,0.102359437791457,2636111.81711449,0.139425822134607,4106.09317307552,0.102359437791457,TRUE,0.7688531,0.631171919131703,0.710532921199362,0.532490059715002,0.10434918967011,0.663973786638199,1.08076964125526,0.663973786638199,0.0101816750201976,0,10998.5580581536,0.00755335,1437232.53871745,1e-04,"1_1320_1",1,1320,1,1320,3,1093688.54,1703.56470404984,1751.4923186861,47.9276146362547,3779.76991345021,0.336782364327564,0.333459902475787,2.21874162129836,2.41029481493377,0.41488700627167,2,FALSE,2.55327454678058,0.0604652759585736,1.8001993537034,3.31065691927338,0.00260845401214571
"6","google_paid_spend",46936.1259448789,4876250.60230423,0.257908349997398,7595.40592259226,0.189343360528792,4876250.60230423,0.257908349997398,7595.40592259226,0.189343360528792,TRUE,0.7688531,0.631171919131703,0.710532921199362,0.532490059715002,0.10434918967011,0.663973786638199,1.08076964125526,0.663973786638199,0.0101816750201976,0,10998.5580581536,0.00755335,1437232.53871745,1e-04,"1_1320_1",1,1320,1,1320,3,2017462.48,3142.46492211838,3720.96144659852,578.49652448014,6971.38446537547,0.621242482760724,0.616830454510742,2.21844464079999,2.41702170456435,0.4137323211089,2,FALSE,2.56000042784338,0.061006943724376,1.80018640675708,3.32417514640856,0.182662759933514
"7","pinterest_paid_spend",1342.02291485376,175206.045446301,0.00926677190652831,272.906612844705,0.00680319863259009,175206.045446301,0.00926677190652831,272.906612844705,0.00680319863259009,TRUE,0.7688531,0.631171919131703,0.710532921199362,0.532490059715002,0.10434918967011,0.663973786638199,1.08076964125526,0.663973786638199,0.0101816750201976,0,10998.5580581536,0.00755335,1437232.53871745,1e-04,"1_1320_1",1,1320,1,1320,3,74516.54,116.06937694704,120.382849762441,4.31347281540079,326.905263295905,0.0229460724921828,0.0221630169283348,2.81646435859704,2.35123699310651,0.4253080412276,2,FALSE,2.22680632376586,0.109671502506187,0.862305238883555,3.60196280368804,0.130672773773373
"8","mountain_paid_spend",7033.3923275282,217765.272542575,0.0115177595880018,972.166395279351,0.0242348143274127,217765.272542575,0.0115177595880018,972.166395279351,0.0242348143274127,TRUE,0.7688531,0.631171919131703,0.710532921199362,0.532490059715002,0.10434918967011,0.663973786638199,1.08076964125526,0.663973786638199,0.0101816750201976,0,10998.5580581536,0.00755335,1437232.53871745,1e-04,"1_1320_1",1,1320,1,1320,3,61796.25,96.2558411214953,96.2558411214953,0,13.8416850721289,0.019029080419529,0.0275466260851356,0.143800988187904,3.5239237420163,0.283774585720129,2,FALSE,3.55239078468658,0.0473013694258069,2.9615697665411,4.14318533313473,0.00288273408694103
"9","fb_organic_total_impressions",3219.36505334295,216258.517820881,0.011438066262983,336.851273864301,0.00839725392452799,216258.517820881,0.011438066262983,336.851273864301,0.00839725392452799,TRUE,0.7688531,0.631171919131703,0.710532921199362,0.532490059715002,0.10434918967011,0.663973786638199,1.08076964125526,0.663973786638199,0.0101816750201976,0,10998.5580581536,0.00755335,1437232.53871745,1e-04,"1_1320_1",1,1320,1,1320,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.00335787707906964
"10","instagram_organic_total_impressions",4466.47120278988,904341.795407085,0.0478312784369433,1408.63208007334,0.0351153229344088,904341.795407085,0.0478312784369433,1408.63208007334,0.0351153229344088,TRUE,0.7688531,0.631171919131703,0.710532921199362,0.532490059715002,0.10434918967011,0.663973786638199,1.08076964125526,0.663973786638199,0.0101816750201976,0,10998.5580581536,0.00755335,1437232.53871745,1e-04,"1_1320_1",1,1320,1,1320,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.0215108592963656
"11","google_organic_total_impressions",9342.42455560058,555863.959728987,0.0294000387529261,1107.29872455974,0.0276034834417158,555863.959728987,0.0294000387529261,1107.29872455974,0.0276034834417158,TRUE,0.7688531,0.631171919131703,0.710532921199362,0.532490059715002,0.10434918967011,0.663973786638199,1.08076964125526,0.663973786638199,0.0101816750201976,0,10998.5580581536,0.00755335,1437232.53871745,1e-04,"1_1320_1",1,1320,1,1320,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0.000678203025101215
