"","solID","mape","decomp.rssd","nrmse","nrmse_test","nrmse_train","fb_paid_spend","google_paid_spend","pinterest_paid_spend","mountain_paid_spend","cluster","top_sol"
"1","1_1_1",0,0.212872002984918,2.47205816684627,2.25770122667822,0.148729772769111,0.270804486473074,0.297925178100266,0.930046555188905,0,4,TRUE
"2","1_10_1",0,0.27044046644742,2.14924478229648,2.4376804633279,0.163135571589922,0.135499375527417,0.088024514670032,0.34614606681055,0.190039989961764,2,FALSE
"3","1_100_1",0,0.270942201493645,1.82118836870206,2.13389597432978,0.166070368284994,0.0981265153877377,0.0608645629962835,0.223183935929312,0.136526400759733,1,FALSE
"4","1_101_1",0,0.0854207848146271,2.65870193712355,2.50732270636265,0.162383909739671,0.0675194059803805,0.139166489017734,0.102000735501953,0,6,FALSE
"5","1_102_1",0,0.1448797344229,1.62917979144981,2.20714713830271,0.158531303581242,0.1879772503827,0.210579475784376,0.33377852963603,0.343361058197758,2,FALSE
"6","1_12_1",0,0.303710503311983,1.63997731666278,2.21959386902434,0.158859946219055,0.289885374018399,0.148292133812203,0.457943266960799,0.351554523710468,2,FALSE
"7","1_15_1",0,0.182855676581341,1.99860381295683,2.25661111372769,0.154297661492454,0.196313125098299,0.209542509405805,0.548208831229891,0.368761104944312,2,FALSE
"8","1_17_1",0,0.17042589163765,2.38752772639445,2.48735701797419,0.162749112176193,0.0410225681817469,0.088344763927925,0.239714746573525,0.139709518772301,1,FALSE
"9","1_19_1",0,0.23601149673519,2.35789542477119,2.38553504840721,0.158520381075485,0.0806708549404349,0.0729679067645811,0.240411547000877,0.218977015592214,1,FALSE
"10","1_2_1",0,0.179482994997472,2.70154699871953,2.51259898226674,0.162783013088488,0.00473433468577871,0.0305437081815706,0.0312364648852289,0,6,FALSE
"11","1_20_1",0,0.264488713789629,2.36909609296621,2.44060323197577,0.161285601901072,0.0964892961613052,0.0616377604235419,0.19050375061673,0.172622472328147,1,FALSE
"12","1_21_1",0,0.158512780242029,1.74187266889335,2.30430104687301,0.166123691658677,0.0871315018443874,0.12788966126986,0.307141504961592,0.181015275095771,1,FALSE
"13","1_24_1",0,0.237722073274392,2.30773954972576,2.40195337892931,0.15912275118347,0.0779799258564205,0.0896724470178502,0.394106344044589,0.215680855719926,2,FALSE
"14","1_3_1",0,0.192005319702634,2.76755615899995,2.4782160535669,0.160763723001676,0.0474232435977974,0.200200946486063,0.232504014591704,0,5,FALSE
"15","1_30_1",0,0.242084101208048,1.96623022571802,2.4143606855966,0.166997382679886,0.0173231282764731,0.0572768558760204,0.297658799718067,0.139281687227872,1,FALSE
"16","1_34_1",0,0.220528718723153,1.73599218727106,2.05167166534416,0.161259610772792,0.143044189993054,0.109854766263996,0.241882347685425,0.208657096614183,1,FALSE
"17","1_35_1",0,0.240488140259065,2.30135045215466,2.3704155110148,0.156245782628797,0.173691755557262,0.127432087024866,0.386336468675801,0.253979638618625,2,FALSE
