"","facebook_S_alphas","facebook_S_gammas","facebook_S_thetas","newsletter_alphas","newsletter_gammas","newsletter_thetas","ooh_S_alphas","ooh_S_gammas","ooh_S_thetas","print_S_alphas","print_S_gammas","print_S_thetas","search_S_alphas","search_S_gammas","search_S_thetas","tv_S_alphas","tv_S_gammas","tv_S_thetas","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","iterations","coef0","mape.qt10","robynPareto","error_score","cluster","top_sol"
"70",1.88484,0.6997679,0.152241,1.91848,0.8940186,0.140005,1.6129225,0.6372334,0.242332,1.728525,0.4748796,0.2995114,2.43838,0.5106762,0.1890438,1.5010125,0.4649662,0.530662,0.6579188,0.0588321690508525,-0.0417709162708786,-0.0971818933170514,0.221876200968194,1.2267051344695,1.43765008975227,1.2267051344695,0.693691618755129,0,24578227.1322051,0.375286,65481090.2533626,1e-04,1,0.104049921035767,4.59924149513245,"2_38_1",2,38,1,38,FALSE,TRUE,5,0.310776116703744,1,FALSE
"71",1.070335,0.5870686,0.0887916,1.4688875,0.5911699,0.3301009,0.5157477,0.7214301,0.3075829,2.48872,0.8897962,0.2626795,0.6779545,0.5598547,0.0881355,1.6690725,0.5231817,0.521448,0.6068009,-0.0238994322231578,-0.19065255232985,-0.136613990826274,0.215105008135247,1.53330148409359,1.73617880113791,1.53330148409359,0.575412365231938,0,39459281.07077,0.602566,65481090.2533626,1e-04,1,0.102227210998535,5.08885312080383,"2_42_1",2,42,1,42,FALSE,TRUE,5,0.316160832780458,1,FALSE
"72",2.338105,0.7671765,0.1208358,2.2245225,0.7103239,0.2326606,0.66178425,0.6315305,0.3662791,1.043545,0.8158881,0.3233755,0.54337425,0.4184771,0.1109637,1.96224,0.7960473,0.6587515,0.6651686,0.138436479425566,-0.182444988323931,-0.0476917416420071,0.20749478080344,1.41025383380723,1.32749425891388,1.41025383380723,0.582414200145961,0,15751145.783932,0.240469,65481090.2533626,1e-04,1,0.111563205718994,5.96683716773987,"2_49_1",2,49,1,49,FALSE,TRUE,6,0.222810129259017,2,FALSE
"73",1.28568,0.7356527,0.0491682,0.818775,0.5921044,0.2069128,0.7715475,0.6258262,0.3336166,0.8914025,0.8469583,0.2654602,1.45973,0.7037166,0.1034367,1.4221125,0.5005458,0.4893935,0.6625037,-0.020518307881682,-0.323805729032731,-0.303724970008048,0.225825991774399,1.49217220044582,1.48084254394801,1.49217220044582,0.597177051160918,0,51824541.201981,0.791422,65481090.2533626,1e-04,1,0.113993167877197,6.22010254859924,"2_51_1",2,51,1,51,FALSE,TRUE,7,0.264123146851176,1,FALSE
"74",1.8071775,0.6893239,0.1369119,1.9041225,0.8375132,0.1552993,1.986965,0.7937786,0.2243887,1.9512075,0.7486139,0.2636965,1.705105,0.5381393,0.1880724,1.6458425,0.4789018,0.502798,0.6458246,0.0547311473317359,0.00343198342491335,-0.0521649610509258,0.223093027815025,1.21539324623243,1.48493353785638,1.21539324623243,0.750262910493767,0,24550073.079083,0.374856,65481090.2533626,1e-04,1,0.105939865112305,6.34296560287476,"2_52_1",2,52,1,52,FALSE,TRUE,8,0.35988393478942,1,FALSE
"75",2.6319325,0.6337488,0.2152257,1.98439,0.7969601,0.2455009,1.9190575,0.6594871,0.2045224,2.2564775,0.3943705,0.2448304,2.51381,0.634999,0.1808607,1.7144425,0.565433,0.638081,0.650849,0.136272090734369,0.0526963948674174,0.059019275847504,0.212757442051849,1.19124000577192,1.33058983375923,1.19124000577192,0.716765655283452,0,15944033.7850892,0.243415,65481090.2533626,1e-04,1,0.112161636352539,7.22946381568909,"2_59_1",2,59,1,59,FALSE,TRUE,6,0.3089623612307,1,FALSE
"76",2.648725,0.557663,0.2116416,2.4666625,0.6977274,0.3350167,2.130445,0.5120405,0.2694079,1.3980475,0.6202675,0.3031675,2.5892425,0.7153373,0.1283934,1.181625,0.6193946,0.5031145,0.628661,-0.026144760918045,-0.0263940176780018,-0.169552517100176,0.228207765045583,1.34399334149834,1.56360318982371,1.34399334149834,0.717736321828885,0,47291476.75116,0.722188,65481090.2533626,1e-04,1,0.106941938400269,7.35333824157715,"2_60_1",2,60,1,60,FALSE,TRUE,10,0.350516898036609,1,FALSE
"77",1.1859525,0.6578764,0.0885534,1.3066425,0.6032974,0.2716549,0.8094025,0.6057306,0.3571405,1.5828275,0.6951304,0.2217709,1.89148,0.569703,0.1024014,2.233585,0.5784054,0.5024475,0.6510044,0.00567073941914209,-0.0708419050530666,-0.210258520264786,0.22827659903926,1.26653546138301,1.50901275885248,1.26653546138301,0.590409853396124,0,36798199.2543977,0.561923,65481090.2533626,1e-04,1,0.115769147872925,7.48668360710144,"2_61_1",2,61,1,61,FALSE,TRUE,4,0.267688424527193,1,FALSE
"78",1.4400225,0.7086684,0.1205607,1.488185,0.7728276,0.2281552,1.35468,0.6162187,0.2805619,1.0387425,0.8014296,0.2861737,1.5413375,0.4716883,0.1792008,0.9964325,0.5465862,0.689973,0.6488522,0.415977066516892,0.256370348135669,0.369658240215914,0.174948907347546,1.05543872392071,1.08903509969146,1.05543872392071,0.681901746405638,0,5677527.36504389,0.0866135,65481090.2533626,1e-04,1,0.109490633010864,7.73736715316772,"2_63_1",2,63,1,63,FALSE,TRUE,3,0.244081001279283,3,FALSE
"79",1.8171425,0.5822043,0.1267785,1.9509175,0.6820089,0.2962819,0.73376,0.7407788,0.3698038,1.8655375,0.8844153,0.1827103,1.9126125,0.5191273,0.0739917,1.3718625,0.6605294,0.601081,0.6295415,0.0762202832099883,0.0460500196720964,-0.0530095077599368,0.216526129525956,1.29569523837963,1.48365467715136,1.29569523837963,0.565551369102286,0,21919960.721145,0.334686,65481090.2533626,1e-04,1,0.114330530166626,7.86913156509399,"2_64_1",2,64,1,64,FALSE,TRUE,4,0.252427921567234,1,FALSE
"80",2.2789375,0.76417,0.2049324,1.21528,0.78951,0.3141946,1.9852725,0.6169474,0.222481,1.6113725,0.6074925,0.2998198,2.91906,0.4797075,0.1981389,0.9094475,0.5958193,0.717488,0.6438635,0.0963107640958395,0.0312745844505423,0.00341505690866406,0.218131245193266,1.19829485115326,1.44518105354351,1.19829485115326,0.728109535694161,0,20916432.4136987,0.319359,65481090.2533626,1e-04,1,0.104342699050903,7.98978495597839,"2_65_1",2,65,1,65,FALSE,TRUE,7,0.336660727305656,1,FALSE
"81",0.64867225,0.722128,0.0353634,0.566101,0.7155424,0.1551781,0.76571,0.4284682,0.3897343,0.5478625,0.7805276,0.2464123,2.6185275,0.5998674,0.1663533,2.18056,0.4777601,0.413177,0.6601937,-0.00572659938525311,-0.102778541149113,-0.225346730483088,0.229359721228036,1.2621129473514,1.51929944088964,1.2621129473514,0.55308635892153,0,41123709.4066212,0.627987,65481090.2533626,1e-04,1,0.103962182998657,8.24122023582458,"2_67_1",2,67,1,67,FALSE,TRUE,3,0.257152063809101,1,FALSE
"82",0.9770575,0.7141319,0.0656646,1.2730825,0.7204697,0.216205,0.9123425,0.6308025,0.2063125,1.728525,0.4748796,0.2799883,2.571045,0.561261,0.1898211,1.57326,0.5084747,0.5789845,0.6577646,0.10519153344902,-0.0113495590240202,-0.0466482463545839,0.216342690384908,1.20866156901325,1.40415242690038,1.20866156901325,0.636919923864057,0,19515146.2627256,0.297957,65481090.2533626,1e-04,1,0.105550765991211,8.36332607269287,"2_68_1",2,68,1,68,FALSE,TRUE,2,0.267958905800134,1,FALSE
"83",1.39834,0.7001354,0.0974007,1.494945,0.6952536,0.2268376,1.42343,0.6561712,0.1458214,1.4499925,0.7124855,0.2865919,1.0214875,0.6221995,0.114996,1.68236,0.5482641,0.7220175,0.6567341,0.768128173605862,0.540559038748913,0.801485837094875,0.110128868021189,0.814645990960203,0.611518539628871,0.814645990960203,0.697382831091895,0,1231151.20802195,0.0187035,65481090.2533626,1e-04,1,0.115085601806641,8.74434757232666,"2_71_1",2,71,1,71,FALSE,TRUE,2,0.217571698886127,3,FALSE
"84",2.7597,0.4328761,0.1877994,2.4899,0.5858555,0.3794536,0.561946,0.7214301,0.3075829,2.48872,0.8897962,0.2637007,0.8136275,0.6312785,0.0898422,1.5192575,0.6509576,0.7568315,0.5935115,0.0214603396748888,-0.143047278909019,-0.103934261611042,0.209532615528695,1.5015874210546,1.72883727712821,1.5015874210546,0.583041107535862,0,27348389.5357898,0.417595,65481090.2533626,1e-04,1,0.104471921920776,8.8652548789978,"2_72_1",2,72,1,72,FALSE,TRUE,7,0.316775121102064,1,FALSE
"85",1.45845,0.6939173,0.1190841,1.4568425,0.7745755,0.227752,1.49013,0.6215149,0.2559175,1.22391,0.7614092,0.2650882,2.807025,0.651085,0.1793487,1.0031325,0.5648996,0.6662795,0.6607658,0.218975411646022,-0.0922069062928423,0.130266593076551,0.197558572494591,1.3553743913761,1.20950861805079,1.3553743913761,0.691231151041278,0,12475912.7622458,0.190446,65481090.2533626,1e-04,1,0.112990856170654,9.36799359321594,"2_76_1",2,76,1,76,FALSE,TRUE,10,0.269748685978768,2,FALSE
"86",1.708635,0.5859983,0.0992103,1.8389725,0.5895074,0.286855,0.974445,0.6378578,0.3028801,0.758405,0.9440266,0.2896351,1.3633125,0.4599619,0.1627194,1.4088275,0.4716176,0.4430775,0.6388088,0.00919838150236985,-0.0247659823855673,-0.155377595421162,0.227188259282713,1.27666132427701,1.55509098915042,1.27666132427701,0.645250137078703,0,34673353.9381876,0.52947,65481090.2533626,1e-04,1,0.104093074798584,9.60863757133484,"2_78_1",2,78,1,78,FALSE,TRUE,7,0.304241505152905,1,FALSE
"87",2.338105,0.7671765,0.1208358,1.9560025,0.7740421,0.2551909,1.982595,0.6893519,0.12532759,1.327595,0.7022242,0.3270376,0.62697025,0.5585863,0.1104345,0.7910375,0.6528812,0.669199,0.6493478,0.0545002323352054,-0.0232661778972802,-0.128074789448057,0.222600941547803,1.23808078892581,1.45687665494252,1.23808078892581,0.740652762409626,0,24234878.6332002,0.370042,65481090.2533626,1e-04,1,0.111353397369385,9.73672151565552,"2_79_1",2,79,1,79,FALSE,TRUE,9,0.347968634568738,1,FALSE
"88",1.2382425,0.7057907,0.102426,1.382705,0.739208,0.2384128,1.209525,0.576164,0.3795121,0.69150625,0.9335161,0.2566312,1.1354675,0.554219,0.1568487,1.68254,0.4983268,0.471721,0.6538175,0.0414549326342927,-0.0433214073771178,-0.169103839595456,0.224131321648168,1.25015463173994,1.48313396535683,1.25015463173994,0.657697330794807,0,27651602.1404603,0.422226,65481090.2533626,1e-04,1,0.104450702667236,9.85765719413757,"2_80_1",2,80,1,80,FALSE,TRUE,4,0.296380784785074,1,FALSE
"89",1.28568,0.7356527,0.0491682,0.818775,0.5921044,0.2069128,0.7715475,0.6258262,0.3336166,2.1140375,0.5866367,0.2654602,1.45973,0.7037166,0.1034367,1.4221125,0.5005458,0.4893935,0.6625037,-0.0210906768623027,-0.324309832155288,-0.303977469489155,0.225889311399906,1.49245628180791,1.48098593840616,1.49245628180791,0.598774137694915,0,51824541.201981,0.791422,65481090.2533626,1e-04,1,0.113374471664429,9.98779201507568,"2_81_1",2,81,1,81,FALSE,TRUE,8,0.264865325241854,1,FALSE
"90",1.7761625,0.6893239,0.1369119,1.9041225,0.8375132,0.1552993,1.986965,0.7937786,0.2243887,1.9512075,0.7486139,0.2636965,1.705105,0.5381393,0.1880724,1.6458425,0.4789018,0.785184,0.6463031,0.322029430602729,0.211456166371437,0.325083923323433,0.188935577179854,1.08112588635421,1.18929607407097,1.08112588635421,0.732118808429907,0,7847844.75077331,0.119761,65481090.2533626,1e-04,1,0.103981971740723,10.1082346439362,"2_82_1",2,82,1,82,FALSE,TRUE,6,0.300021019476906,2,FALSE
"91",1.5166,0.6639258,0.1437204,1.6945075,0.7738419,0.2276044,1.679585,0.6451385,0.12695062,1.721365,0.4548029,0.319444,2.024985,0.35820934,0.1518537,1.8863225,0.651883,0.658034,0.6355307,0.393575910028078,0.280872897942314,0.382395717211071,0.177738189871682,1.06946402438435,1.13696994234193,1.06946402438435,0.726818328288749,0,5776570.70494563,0.0881262,65481090.2533626,1e-04,1,0.10304069519043,10.4776105880737,"2_85_1",2,85,1,85,FALSE,TRUE,5,0.288477588164841,2,FALSE
"92",1.7227075,0.6823127,0.1255209,1.7899675,0.7434311,0.2388346,1.889295,0.7146555,0.1758583,1.939085,0.4373624,0.287305,2.24117,0.5764503,0.1150962,1.1574525,0.5793007,0.789956,0.6565337,0.242015530010561,0.0997564966389468,0.180305994617229,0.199116540292682,1.14033923373893,1.2426240630926,1.14033923373893,0.729345499375973,0,10780056.6461653,0.164545,65481090.2533626,1e-04,1,0.106108903884888,10.7303004264832,"2_87_1",2,87,1,87,FALSE,TRUE,6,0.305302710447316,2,FALSE
"93",0.9312875,0.7164188,0.0768447,1.21599,0.7401208,0.2282677,0.6901335,0.590374,0.3462706,0.7816925,0.8351885,0.1339594,1.387305,0.5305443,0.205461,1.5552675,0.4940141,0.4070355,0.6525149,-0.0110961707406274,-0.0847642602596186,-0.244251697091198,0.230193213934808,1.27474218755925,1.53005822666228,1.27474218755925,0.584487965193287,0,43009114.3222096,0.656783,65481090.2533626,1e-04,1,0.105921030044556,10.8528726100922,"2_88_1",2,88,1,88,FALSE,TRUE,4,0.270220290947055,1,FALSE
"94",2.6319325,0.6337488,0.2152257,1.98439,0.6781617,0.2455009,1.9190575,0.6594871,0.2045224,2.2564775,0.3943705,0.2448304,2.51381,0.634999,0.1808607,1.7144425,0.565433,0.638081,0.650849,0.136640171081664,0.049347383268342,0.0533601559831625,0.212712103596703,1.19334384913599,1.33458496333706,1.19334384913599,0.716745891272971,0,15944033.7850892,0.243415,65481090.2533626,1e-04,1,0.112453460693359,10.9823157787323,"2_89_1",2,89,1,89,FALSE,TRUE,6,0.309599371282622,1,FALSE
"95",1.6597925,0.5755508,0.0948681,1.3576,0.6977274,0.3128329,0.86016,0.7367321,0.3680476,1.636605,0.8156907,0.2667859,1.70188,0.6426682,0.1283274,1.70127,0.5881438,0.5921645,0.6304811,0.00653557242896541,-0.0167330126098266,-0.167739603719482,0.224544417449428,1.33765317150716,1.56239085585072,1.33765317150716,0.602290054466488,0,35636026.1313358,0.544173,65481090.2533626,1e-04,1,0.104107141494751,11.1031756401062,"2_90_1",2,90,1,90,FALSE,TRUE,7,0.284936106480768,1,FALSE
"96",1.969735,0.5944683,0.1878927,2.147685,0.6200505,0.3032818,1.1002925,0.7650506,0.3115012,1.4905775,0.9869639,0.2601925,0.80837,0.662292,0.0632691,1.9284175,0.6467268,0.730597,0.6277109,0.100163575349427,0.0346331437997162,-0.00980210711349994,0.20943774285729,1.34964187986453,1.52193812613601,1.34964187986453,0.665447189753602,0,18306682.6383676,0.2795,65481090.2533626,1e-04,1,0.112263202667236,11.2318987846375,"2_91_1",2,91,1,91,FALSE,TRUE,9,0.308893472415639,1,FALSE
"97",1.80894,0.6987613,0.0921075,0.65696275,0.470163,0.2189296,1.32517,0.5832935,0.2708794,1.018915,0.7927258,0.2781328,1.583765,0.5622228,0.1468707,2.582225,0.8740868,0.5282925,0.652937,-0.0503276690053427,-0.117040339466796,-0.298230786631317,0.234616573033483,1.29356752322765,1.56289495528405,1.29356752322765,0.713364594499861,0,64015377.1529194,0.977614,65481090.2533626,1e-04,1,0.103259325027466,11.3514153957367,"2_92_1",2,92,1,92,FALSE,TRUE,9,0.347433597229209,1,FALSE
"98",1.102995,0.7198663,0.0951717,1.310695,0.7930009,0.2281552,0.94581,0.5959236,0.3289549,1.26157,0.6113446,0.280891,2.78098,0.4229375,0.239061,0.9091525,0.5147544,0.575546,0.6496763,0.102325813975573,0.0116684739100331,-0.0735405917758389,0.216898052229888,1.21676301239633,1.4212257664384,1.21676301239633,0.616178828824948,0,20304769.2409863,0.310017,65481090.2533626,1e-04,1,0.104184150695801,11.47185754776,"2_93_1",2,93,1,93,FALSE,TRUE,2,0.2600688903682,2,FALSE
"99",1.8171425,0.5822043,0.1267785,1.9509175,0.6820089,0.2962819,0.73376,0.7407788,0.3698038,1.8655375,0.8844153,0.2327335,2.896315,0.6553774,0.0739917,1.3718625,0.6605294,0.601081,0.6295415,0.078446578219965,0.0660875002675536,0.00393895524347609,0.216265059804821,1.28201514328661,1.44297783958154,1.28201514328661,0.569700374742362,0,21919960.721145,0.334686,65481090.2533626,1e-04,1,0.110535144805908,11.5990428924561,"2_94_1",2,94,1,94,FALSE,TRUE,4,0.24424224249987,1,TRUE
"100",1.0461225,0.7373628,0.0878049,1.113055,0.7624494,0.3141946,1.9852725,0.6169474,0.222481,1.6113725,0.6074925,0.2998198,2.91906,0.4797075,0.2224998,1.43641,0.4843555,0.4140025,0.6557045,-0.000789466638939418,-0.113752123123041,-0.289955533122474,0.228796062808782,1.28145774922524,1.47213815878626,1.28145774922524,0.720052898632391,0,39367616.711768,0.601166,65481090.2533626,1e-04,1,0.101526260375977,11.7168824672699,"2_95_1",2,95,1,95,FALSE,TRUE,10,0.335505446695643,1,FALSE
"101",0.64867225,0.722128,0.0353634,1.0942575,0.6781099,0.2227819,0.66654475,0.5904398,0.3910558,1.005075,0.8178691,0.2514247,2.1125325,0.4973244,0.1766313,1.2332575,0.5328214,0.6346135,0.6601937,0.204304721515987,0.0601118014824273,0.0578334388428157,0.20400958592411,1.16517770726187,1.3322254413799,1.16517770726187,0.537814003323366,0,12766750.6784509,0.194888,65481090.2533626,1e-04,1,0.101329565048218,11.9607586860657,"2_97_1",2,97,1,97,FALSE,TRUE,1,0.207430025605959,2,TRUE
"102",0.9770575,0.7141319,0.0656646,1.2730825,0.7204697,0.216205,0.9123425,0.6308025,0.2063125,1.5057,0.6649646,0.285271,1.3314,0.561261,0.1898211,1.57326,0.5084747,0.5789845,0.6577646,0.103016262249472,-0.020934940375122,-0.0749279427976572,0.216605494314354,1.21437579513191,1.42299559642461,1.21437579513191,0.663750608603672,0,19515146.2627256,0.297957,65481090.2533626,1e-04,1,0.103728532791138,12.0806412696838,"2_98_1",2,98,1,98,FALSE,TRUE,3,0.288144319000469,1,FALSE
"103",2.350155,0.6850798,0.1988103,2.6246,0.9982668,0.10320079,2.512835,0.6829868,0.1484998,1.6478375,0.6282909,0.3203182,0.7959825,0.5758623,0.1345629,1.3773475,0.5502451,0.749445,0.6492335,0.621653040944855,0.446645757842625,0.675694492810748,0.140812564364037,0.910450412136818,0.781143816500033,0.910450412136818,0.740515421370111,0,2451557.38886711,0.0373429,65481090.2533626,1e-04,1,0.110439777374268,12.2076909542084,"2_99_1",2,99,1,99,FALSE,TRUE,4,0.266946484902325,3,FALSE
"104",0.631287,0.7578539,0.0223041,0.913225,0.6963407,0.2196646,0.82113,0.5510032,0.2368186,0.7823075,0.8703964,0.206092,2.8900525,0.7062436,0.1173774,2.1055425,0.6991449,0.46935,0.6718841,-0.0103151303371336,-0.582447131716352,-0.242946885816137,0.226942242208034,1.79891397714006,1.44674396636172,1.79891397714006,0.643250692820804,0,47100487.5117249,0.719271,65481090.2533626,1e-04,1,0.100793600082397,12.3247241973877,"2_100_1",2,100,1,100,FALSE,TRUE,10,0.280414258755484,1,FALSE
"105",1.39834,0.7001354,0.0974007,1.494945,0.6952536,0.2268376,1.42343,0.6561712,0.1458214,1.4499925,0.7124855,0.2865919,1.070525,0.4999494,0.1557078,1.68236,0.5482641,0.7220175,0.6567341,0.768205491641316,0.539315020080354,0.800466052095671,0.110110505165719,0.815748145338631,0.613087240270331,0.815748145338631,0.699647146863678,0,1231151.20802195,0.0187035,65481090.2533626,1e-04,1,0.109490156173706,12.4503219127655,"2_101_1",2,101,1,101,FALSE,TRUE,3,0.219864641460033,3,FALSE
"106",1.451145,0.5439248,0.0685677,1.7186,0.5464511,0.3174217,1.0040475,0.7579869,0.3359221,1.827805,0.8827479,0.2310934,0.8136275,0.6312785,0.0898422,1.5192575,0.583444,0.5986205,0.6279287,-0.00590189699877697,-0.0513531514885701,-0.161325815338869,0.221437402177136,1.40846696240913,1.63213433279855,1.40846696240913,0.657158181121958,0,37318787.3389874,0.569874,65481090.2533626,1e-04,1,0.102017641067505,12.5685832500458,"2_102_1",2,102,1,102,FALSE,TRUE,10,0.327090942101839,1,FALSE
