date,revenue,fb_paid_total_impressions,fb_paid_spend,google_paid_total_impressions,google_paid_spend,pinterest_paid_total_impressions,pinterest_paid_spend,mountain_paid_total_impressions,mountain_paid_spend,fb_organic_total_impressions,instagram_organic_total_impressions,google_organic_total_impressions
2023-05-18,56295.09,112149,2474.23,148291,2968.36,11385,146.00,0,0.00,61691.0,104556,19872.0
2023-05-17,37520.34,113669,2438.84,163364,3637.26,17411,146.00,0,0.00,63793.0,99117,19741.0
2023-05-16,52460.02,117079,2511.65,209887,4018.45,17041,146.00,0,0.00,69151.0,96192,20432.0
2023-05-15,57921.1,129902,2581.76,289341,5269.36,17688,146.00,0,0.00,70209.0,113421,20933.0
2023-05-14,46311.0,135991,2674.01,382384,6017.81,17200,146.00,0,0.00,68052.0,104561,25911.0
2023-05-13,35272.66,123181,2676.15,337864,5711.21,17477,146.00,0,0.00,61595.0,97797,26087.0
2023-05-12,52153.37,116877,2524.64,264299,4955.62,17354,145.67,0,0.00,54859.0,95152,21483.0
2023-05-11,52413.26,120899,2513.44,264819,4784.88,16754,146.00,0,0.00,51568.0,104017,19437.0
2023-05-10,48343.92,115462,2554.89,291170,4996.35,18510,146.00,0,0.00,66969.0,107147,18919.0
2023-05-09,54143.08,137744,2888.24,294662,6365.31,20788,145.83,0,0.00,71061.0,110616,18640.0
2023-05-08,89595.36,131147,2955.63,359358,7468.86,18933,146.00,0,0.00,71901.0,112164,19270.0
2023-05-07,53510.11,145295,3085.74,407029,7430.35,19579,146.00,0,0.00,80751.0,143303,23938.0
2023-05-06,38577.81,155761,3307.33,264960,4666.61,18148,146.00,0,0.00,109677.0,119774,19346.0
2023-05-05,38510.5,208391,3143.19,201734,3465.91,18316,146.01,0,0.00,116468.0,139168,16296.0
2023-05-04,50102.51,241079,3020.26,203495,3316.07,18397,146.13,0,0.00,94641.0,162847,16578.0
2023-05-03,50939.88,134484,1962.15,239038,3615.55,28883,277.00,0,0.00,121565.0,115064,15896.0
2023-05-02,20917.52,169871,2262.15,258377,4506.84,32600,277.00,0,0.00,114996.0,142177,15974.0
2023-05-01,31120.84,184825,2322.80,294052,4387.04,41481,277.00,0,0.00,94041.0,185616,16173.0
2023-04-30,29282.74,109975,2266.62,314041,4858.77,40581,277.00,0,0.00,89977.0,118104,18612.0
2023-04-29,35271.44,111203,2346.04,295631,4049.02,34365,277.00,0,0.00,82442.0,119158,18398.0
2023-04-28,45435.41,101093,2135.69,198584,3548.61,29044,277.00,0,0.00,79806.0,117295,14942.0
2023-04-27,36629.44,102203,2096.99,158377,2966.28,22525,277.00,0,0.00,70870.0,104399,14563.0
2023-04-26,36089.92,104526,2179.40,204361,3419.69,28728,277.00,0,0.00,75165.0,120719,13827.0
2023-04-25,22617.49,105392,2200.81,232760,3724.17,28313,277.00,0,0.00,73748.0,120850,14477.0
2023-04-24,36708.23,104012,2161.59,264049,4591.27,27316,277.00,0,0.00,68640.0,130817,14688.0
2023-04-23,38440.71,107268,2440.48,376456,5420.68,35453,277.00,0,0.00,63550.0,96087,19813.0
2023-04-22,32811.84,96245,2432.44,329271,4986.58,40154,277.00,0,0.00,75917.0,136318,18208.0
2023-04-21,24735.12,93549,2298.46,257628,4463.15,36222,276.11,0,0.00,78010.0,118132,15916.0
2023-04-20,43721.37,103117,2222.27,224562,3796.72,34962,276.05,0,0.00,68624.0,106596,15755.0
2023-04-19,25094.32,87337,1950.85,206747,4080.34,32723,276.90,0,0.00,76141.0,97148,15221.0
2023-04-18,25337.59,96263,2176.99,210965,3758.87,28968,277.00,0,0.00,70133.0,111231,14050.0
2023-04-17,42675.66,94030,2184.95,191475,3229.92,41577,277.00,0,0.00,82215.0,121832,14582.0
2023-04-16,18515.48,102708,2355.27,244564,3765.80,44829,277.00,0,0.00,86011.0,123459,19039.0
2023-04-15,25994.5,113566,2368.70,200488,3023.62,43947,277.00,0,0.00,77861.0,142203,18925.0
2023-04-14,25132.0,96928,2171.96,188420,2908.34,37284,277.00,0,0.00,74841.0,119322,17258.0
2023-04-13,24758.8,93876,2210.16,194855,3145.42,24969,277.00,0,0.00,80090.0,113819,17255.0
2023-04-12,27175.32,101265,2139.32,163265,2661.98,35668,277.00,0,0.00,80051.0,117516,15504.0
2023-04-11,27511.41,102753,2147.41,186266,3448.38,34794,277.00,0,0.00,92047.0,125735,14943.0
2023-04-10,26533.56,114316,2258.58,191461,3654.17,43383,277.00,0,0.00,90124.0,138780,14514.0
2023-04-09,28959.19,105353,2264.84,178567,2569.22,37417,277.00,0,0.00,78705.0,141334,14563.0
2023-04-08,13098.4,103863,2370.62,189819,3174.80,39617,277.00,0,0.00,82929.0,129544,15848.0
2023-04-07,24870.32,101251,2196.91,154544,2363.56,40605,277.00,0,0.00,89564.0,127608,13405.0
2023-04-06,16287.15,99179,2159.94,148525,2600.81,49784,277.00,0,0.00,81470.0,119311,13031.0
2023-04-05,25544.96,96854,2126.31,147650,3041.11,44293,277.00,0,0.00,73734.0,130118,13731.0
2023-04-04,23002.37,94646,2142.45,153922,3179.98,44352,277.00,0,0.00,69086.0,114967,13643.0
2023-04-03,35497.47,86359,2262.37,158892,2622.71,40051,277.00,0,0.00,68780.0,119844,14816.0
2023-04-02,27456.81,91688,2302.37,176146,3029.61,40476,277.00,0,0.00,78199.0,144711,17838.0
2023-04-01,24033.9,105564,2437.06,167904,2444.10,47442,277.00,0,0.00,77108.0,114882,15778.0
2023-03-31,24163.67,94549,2296.04,153258,2373.71,41169,277.00,0,0.00,78264.0,97842,12367.0
2023-03-30,15719.8,97903,2228.86,168297,2568.93,40889,277.00,0,0.00,67208.0,115367,12989.0
2023-03-29,23645.59,91814,2208.07,176995,2748.77,44756,277.00,0,0.00,71526.0,118081,13286.0
2023-03-28,18698.43,96122,2311.95,204280,3412.72,38626,277.00,0,0.00,98969.0,123026,13944.0
2023-03-27,32789.14,126929,2323.33,197448,3651.93,35115,277.00,0,0.00,104275.0,146418,15099.0
2023-03-26,30283.6,128021,2480.85,257716,3856.58,33014,277.00,0,0.00,105898.0,137887,18424.0
2023-03-25,18672.84,134559,2536.67,200038,3064.20,27157,277.00,0,0.00,76452.0,135101,17297.0
2023-03-24,22137.54,121511,2315.43,146215,2448.59,27216,277.00,0,0.00,78895.0,146449,15731.0
2023-03-23,27001.42,122754,2285.66,143307,2411.84,31786,277.00,0,0.00,114682.0,150437,15184.0
2023-03-22,30508.6,146973,2344.93,142238,2234.60,30417,277.00,0,0.00,74746.0,119249,14145.0
2023-03-21,21314.1,125891,2275.91,162594,2630.44,31670,276.75,0,0.00,69911.0,128782,14057.0
2023-03-20,20900.93,132421,2301.42,163457,2922.64,31791,276.67,0,0.00,74281.0,142441,13725.0
2023-03-19,20355.04,134779,2475.85,218579,2763.69,31315,276.88,0,0.00,70017.0,140392,15670.0
2023-03-18,19810.87,129053,2470.09,198531,2715.94,30378,275.95,0,0.00,68366.0,146502,13646.0
2023-03-17,20939.83,128351,2265.41,151213,2222.37,31271,274.90,0,0.00,62362.0,138194,10928.0
2023-03-16,27495.05,131396,2322.90,137246,2665.58,32067,276.26,0,0.00,57908.0,145251,11525.0
2023-03-15,23018.87,133655,2268.86,150044,3044.37,34488,277.00,0,0.00,57536.0,154036,11330.0
2023-03-14,21236.0,140976,2334.78,176225,2880.07,36422,275.53,0,0.00,82507.0,164115,12006.0
2023-03-13,20921.04,150796,2355.52,153032,2710.68,36776,274.53,0,0.00,77781.0,137563,12673.0
2023-03-12,24534.06,149046,2418.38,181174,2758.69,37447,275.75,0,0.00,70275.0,143809,14696.0
2023-03-11,23645.55,143167,2442.56,165691,2119.33,37466,275.61,0,0.00,59432.0,143464,13478.0
2023-03-10,20402.99,117055,2216.31,156321,1977.82,31913,276.26,0,0.00,57179.0,124923,11635.0
2023-03-09,18572.97,111285,2114.99,181539,2357.53,30442,276.68,0,0.00,65294.0,117729,11689.0
2023-03-08,26576.23,120592,2106.65,133127,1930.35,28055,277.00,0,0.00,63271.0,116358,8763.0
2023-03-07,17441.94,135141,2225.27,165134,2387.34,27950,277.00,0,0.00,76504.0,137639,6084.0
2023-03-06,33213.25,145474,2254.88,199424,2434.42,28917,277.00,0,0.00,77018.0,147706,5889.0
2023-03-05,16420.77,144394,2303.66,175456,2878.97,28214,277.00,0,0.00,94119.0,148025,6428.0
2023-03-04,27150.41,163772,2362.32,165562,2333.93,29085,277.00,0,0.00,106689.0,134710,5813.0
2023-03-03,27716.59,146969,2212.90,125116,2114.46,28720,277.00,0,0.00,80064.0,112841,5225.0
2023-03-02,17732.13,143573,2139.93,145034,2149.93,29476,277.00,0,0.00,64184.0,130805,5495.0
2023-03-01,14450.18,133116,2015.02,161436,2306.58,33800,188.42,0,0.00,60347.0,139542,4279.0
2023-02-28,17300.52,99539,1602.05,168949,2562.44,38352,120.00,0,0.00,57183.0,107374,4064.0
2023-02-27,14591.17,80079,1392.05,170792,2180.99,30654,112.18,0,0.00,62299.0,104481,4880.0
2023-02-26,20001.9,77808,1198.16,198059,2669.20,29670,110.00,0,0.00,66144.0,86349,4799.0
2023-02-25,13036.25,80338,1232.00,186184,2496.74,24422,110.00,0,0.00,61015.0,87495,4757.0
2023-02-24,17055.44,71934,1161.01,175678,2156.28,20023,110.00,0,0.00,54994.0,88067,4998.0
2023-02-23,14856.25,73508,1136.88,190169,2673.38,17790,110.00,0,0.00,71875.0,76472,5011.0
2023-02-22,21533.02,107419,1634.84,162242,2455.61,20802,110.00,0,0.00,75404.0,101011,5243.0
2023-02-21,21963.17,119229,1758.19,161971,2701.08,25531,110.00,0,0.00,61902.0,103582,4940.0
2023-02-20,48216.86,118250,1628.80,149379,2277.13,41416,110.00,0,0.00,62652.0,122178,5557.0
2023-02-19,24646.27,101058,1496.27,150715,2058.14,26841,110.00,0,0.00,55675.0,118125,5493.0
2023-02-18,18530.06,95917,1326.72,126800,1807.48,25250,110.00,0,0.00,40513.0,113871,5072.0
2023-02-17,18309.98,75855,1211.16,111800,1785.09,28078,110.00,0,0.00,44050.0,109434,4681.0
2023-02-16,27398.38,66724,1223.60,107586,1803.22,30566,110.00,0,0.00,51916.0,103774,4900.0
2023-02-15,9893.17,63673,1027.58,102506,1596.93,29381,110.00,0,0.00,54249.0,88479,4856.0
2023-02-14,11330.77,65468,1075.63,89117,1485.96,25556,110.00,0,0.00,55469.0,94190,4743.0
2023-02-13,11877.92,62682,1081.94,108671,1737.13,26627,109.86,0,0.00,52835.0,81406,5465.0
2023-02-12,9183.73,64155,1117.59,130982,1752.38,24583,110.00,0,0.00,48474.0,90959,4991.0
2023-02-11,14747.79,63993,1182.58,113804,1592.23,33493,110.00,0,0.00,47894.0,87341,4877.0
2023-02-10,14565.95,63891,1132.95,110070,1650.39,4509,24.07,0,0.00,44738.0,80900,4964.0
2023-02-09,10278.31,67579,1126.20,118880,1646.41,0,0.00,0,0.00,59898.0,81856,4774.0
2023-02-08,13696.98,68168,1087.27,144348,2124.66,0,0.00,0,0.00,51573.0,69450,5234.0
2023-02-07,16285.98,74228,1142.23,159521,2234.77,0,0.00,0,0.00,52510.0,90541,5194.0
2023-02-06,19321.25,70943,1140.53,153194,1956.91,0,0.00,0,0.00,54303.0,90727,5398.0
2023-02-05,15355.06,68623,1182.21,150282,2011.86,0,0.00,0,0.00,58977.0,100114,5683.0
2023-02-04,17101.42,71330,1187.34,130757,1590.93,0,0.00,0,0.00,51387.0,81198,5273.0
2023-02-03,13125.21,71666,1136.84,110958,1510.71,0,0.00,0,0.00,50215.0,83815,4881.0
2023-02-02,12032.51,63728,1073.40,125000,1872.82,0,0.00,0,0.00,56287.0,72055,5782.0
2023-02-01,26998.42,68913,1088.33,127498,1788.95,0,0.00,0,0.00,55169.0,72086,5099.0
2023-01-31,16505.07,65697,1133.75,116614,1687.54,0,0.00,0,0.00,55193.0,71491,4487.0
2023-01-30,12922.65,70870,1156.48,115056,1545.71,0,0.00,0,0.00,52988.0,82475,4755.0
2023-01-29,12860.13,70322,1217.79,123144,1535.48,0,0.00,0,0.00,56068.0,87774,4861.0
2023-01-28,7443.38,68753,1180.64,103768,1128.34,0,0.00,0,0.00,49528.0,89164,4500.0
2023-01-27,14533.95,63877,1104.99,95191,1165.65,0,0.00,0,0.00,49016.0,99538,4223.0
2023-01-26,16425.82,68642,1093.81,100790,1355.94,0,0.00,0,0.00,46330.0,85009,4218.0
2023-01-25,13657.41,61777,1124.05,114542,1710.58,0,0.00,0,0.00,47039.0,81432,4498.0
2023-01-24,9165.43,65768,1134.10,109262,1429.97,0,0.00,0,0.00,48729.0,81825,4869.0
2023-01-23,11619.91,67625,1161.27,120996,1510.55,0,0.00,0,0.00,45248.0,94227,4687.0
2023-01-22,13606.85,71115,1195.14,144652,1787.49,0,0.00,0,0.00,46151.0,88908,4421.0
2023-01-21,7065.87,69448,1176.32,129101,1638.24,0,0.00,0,0.00,44524.0,83846,4555.0
2023-01-20,10130.16,64473,1142.80,122681,1767.75,0,0.00,0,0.00,48515.0,86201,4273.0
2023-01-19,10031.91,63334,1093.29,135683,1615.24,0,0.00,0,0.00,47327.0,97800,4184.0
2023-01-18,18315.3,61995,1097.93,156143,2147.20,0,0.00,0,0.00,52625.0,103444,3983.0
2023-01-17,12136.74,63671,1136.89,176916,2203.53,0,0.00,0,0.00,42877.0,123395,4024.0
2023-01-16,15027.48,57085,1155.37,190211,2309.96,0,0.00,0,0.00,39615.0,138368,4405.0
2023-01-15,16205.8,58036,1191.40,182738,2215.21,0,0.00,0,0.00,38936.0,142762,4613.0
2023-01-14,8958.97,57039,1181.02,140224,1561.73,0,0.00,0,0.00,43622.0,87296,4254.0
2023-01-13,25015.37,53376,966.69,111103,1315.74,0,0.00,0,0.00,38949.0,85829,4167.0
2023-01-12,16279.35,52378,918.78,105959,1532.52,0,0.00,0,0.00,38656.0,71998,4139.0
2023-01-11,22512.63,49747,920.82,101443,1303.56,0,0.00,0,0.00,37231.0,79804,3955.0
2023-01-10,15607.41,53583,923.83,120545,1707.17,0,0.00,0,0.00,45196.0,98295,4161.0
2023-01-09,19935.36,55333,956.46,138899,1953.74,0,0.00,0,0.00,40359.0,102295,3456.0
2023-01-08,15832.39,55152,959.43,151553,2033.35,0,0.00,0,0.00,48834.0,79616,3367.0
2023-01-07,11032.12,55004,959.55,135634,1536.18,0,0.00,0,0.00,44287.0,79664,3249.0
2023-01-06,12425.09,57461,936.93,123782,1683.33,0,0.00,0,0.00,48381.0,98222,3244.0
2023-01-05,15926.89,51796,924.82,147577,1874.41,0,0.00,0,0.00,40343.0,101633,3345.0
2023-01-04,19942.52,47686,927.67,155075,2066.84,0,0.00,0,0.00,59520.0,63984,3871.0
2023-01-03,21397.0,50036,903.78,154452,2146.56,0,0.00,0,0.00,58526.0,152976,3740.0
2023-01-02,14400.03,66625,959.21,156675,2260.23,0,0.00,0,0.00,53922.0,163060,3226.0
2023-01-01,10790.56,79007,982.04,122234,1569.37,0,0.00,0,0.00,62054.0,184673,2771.0
2022-12-31,12413.13,59858,966.82,95741,1056.38,0,0.00,0,0.00,48871.0,151656,2615.0
2022-12-30,14300.0,52426,921.30,102927,1268.40,0,0.00,0,0.00,51429.0,118932,2706.0
2022-12-29,14793.74,51999,906.45,127004,1602.69,0,0.00,0,0.00,45524.0,122108,2733.0
2022-12-28,14729.94,55336,925.25,129114,1705.60,0,0.00,0,0.00,44184.0,125185,2587.0
2022-12-27,15642.75,61489,904.37,144215,1805.94,0,0.00,0,0.00,41216.0,136584,2691.0
2022-12-26,10875.03,63613,961.69,139400,1634.94,0,0.00,0,0.00,37179.0,130748,2733.0
2022-12-25,11568.85,67400,1008.12,90543,1077.04,0,0.00,0,0.00,65540.0,118359,2435.0
2022-12-24,12213.71,66671,1042.10,68898,1001.68,0,0.00,0,0.00,66008.0,108253,2436.0
2022-12-23,15318.39,57426,1014.46,86027,1286.98,0,0.00,0,0.00,51954.0,102614,3111.0
2022-12-22,14014.54,53917,1029.51,97156,1356.98,0,0.00,0,0.00,46561.0,93248,2806.0
2022-12-21,14797.89,60599,1022.26,94057,1298.47,0,0.00,0,0.00,42533.0,94268,2770.0
2022-12-20,18061.52,51186,1036.04,117827,1750.38,0,0.00,0,0.00,40258.0,84139,3033.0
2022-12-19,16101.87,59939,1037.01,160395,2618.15,0,0.00,0,0.00,32121.0,98861,3368.0
2022-12-18,14747.72,13668,393.88,196009,3187.98,0,0.00,0,0.00,32456.0,46590,3342.0
2022-12-17,10995.33,12023,353.11,194592,3393.49,0,0.00,0,0.00,40624.0,38823,3158.0
2022-12-16,24100.04,27553,638.74,204923,3912.23,0,0.00,0,0.00,35645.0,56847,3365.0
2022-12-15,52336.65,43345,943.19,222182,4431.25,0,0.00,0,0.00,33162.0,72482,3190.0
2022-12-14,25806.72,44241,926.92,174106,3606.35,0,0.00,0,0.00,30399.0,82187,3297.0
2022-12-13,29825.07,42444,947.62,149365,3167.34,0,0.00,0,0.00,29031.0,92670,3764.0
2022-12-12,45504.33,39982,796.65,120132,2590.49,0,0.00,0,0.00,34333.0,83598,3908.0
2022-12-11,25817.9,39790,821.91,103417,2095.27,0,0.00,0,0.00,36234.0,96883,3368.0
2022-12-10,29946.97,29980,676.17,71057,1446.60,0,0.00,0,0.00,36423.0,69219,3610.0
2022-12-09,54674.79,22344,579.01,58783,1277.36,0,0.00,0,0.00,33703.0,55923,3104.0
2022-12-08,50184.36,17305,511.79,52103,1311.71,0,0.00,0,0.00,39866.0,41039,3008.0
2022-12-07,6653.42,18403,542.50,70588,1168.84,0,0.00,0,0.00,43046.0,44042,3067.0
2022-12-06,8706.35,20911,559.21,154846,2758.91,0,0.00,0,0.00,45011.0,55018,2846.0
2022-12-05,11926.74,19524,566.60,173571,2999.76,0,0.00,0,0.00,42539.0,48739,3126.0
2022-12-04,6709.32,20329,587.65,162208,2921.51,0,0.00,0,0.00,35471.0,53338,3342.0
2022-12-03,6723.28,17836,569.01,169029,2825.01,0,0.00,0,0.00,40753.0,54269,3431.0
2022-12-02,5912.64,18134,560.77,139947,2694.51,0,0.00,0,0.00,90710.0,56341,3469.0
2022-12-01,11205.66,37596,1165.89,179227,3457.00,0,0.00,0,0.00,127313.0,125880,3514.0
2022-11-30,28705.75,82446,2585.12,172986,3848.80,0,0.00,0,0.00,92280.0,164927,2945.0
2022-11-29,33851.9,65107,2687.15,148007,3188.42,0,0.00,0,0.00,74820.0,138010,2989.0
2022-11-28,58685.79,50403,2760.46,215729,6671.27,0,0.00,0,0.00,76311.0,113754,3360.0
2022-11-27,28747.41,71358,2869.66,209870,5230.28,0,0.00,0,0.00,83668.0,130839,3194.0
2022-11-26,26943.68,65355,2689.17,164198,4795.42,0,0.00,0,0.00,64764.0,140325,3363.0
2022-11-25,52248.3,50473,2607.75,139282,4160.63,0,0.00,0,0.00,68044.0,118346,3387.0
2022-11-24,17019.19,55161,2157.87,84928,1943.07,0,0.00,0,0.00,78629.0,129738,2387.0
2022-11-23,19065.95,61639,2159.65,90613,2203.75,0,0.00,0,0.00,89957.0,128962,2519.0
2022-11-22,19578.18,67389,2206.10,99973,2112.95,0,0.00,0,0.00,93539.0,143721,2696.0
2022-11-21,22233.45,66139,2273.26,103688,2271.49,0,0.00,0,0.00,110017.0,133494,2698.0
2022-11-20,32479.19,59099,2018.31,75342,1573.69,0,0.00,0,0.00,84800.0,141742,2597.0
2022-11-19,11230.81,39483,1246.20,68070,1195.71,0,0.00,0,0.00,58990.0,90933,2864.0
2022-11-18,10603.3,39676,1171.53,63574,1265.56,0,0.00,0,0.00,60011.0,68207,2587.0
2022-11-17,4728.96,45341,1186.47,69680,1129.06,0,0.00,0,0.00,56135.0,74903,2628.0
2022-11-16,7283.14,49998,1186.08,72046,1336.25,0,0.00,0,0.00,53595.0,80151,2677.0
2022-11-15,12706.48,52820,1219.37,85552,1339.30,0,0.00,0,0.00,61627.0,75491,2795.0
2022-11-14,8757.52,48997,1260.09,109069,1913.50,0,0.00,0,0.00,57607.0,69387,2823.0
2022-11-13,9631.4,48137,1227.10,139154,2045.78,0,0.00,0,0.00,57780.0,82514,2787.0
2022-11-12,12007.06,43355,1134.00,101092,1703.78,0,0.00,0,0.00,59194.0,81953,2677.0
2022-11-11,28713.0,40271,1116.62,93618,1704.33,0,0.00,0,0.00,51083.0,64739,2917.0
2022-11-10,6929.33,41978,1070.90,92169,1453.34,0,0.00,0,0.00,51270.0,68489,2643.0
2022-11-09,8372.73,45583,991.76,104206,1918.27,0,0.00,0,0.00,51163.0,85457,2721.0
2022-11-08,11095.42,44106,967.95,120218,1695.30,0,0.00,0,0.00,49498.0,89909,2957.0
2022-11-07,11358.3,41383,902.33,96479,1547.78,0,0.00,0,0.00,50110.0,96269,3257.0
2022-11-06,8943.54,42859,877.72,91861,1316.83,0,0.00,0,0.00,46093.0,127343,3566.0
2022-11-05,6613.44,46831,917.78,74266,1185.65,0,0.00,0,0.00,37348.0,107674,3459.0
2022-11-04,6437.9,43377,892.12,64839,1059.63,0,0.00,0,0.00,35701.0,85432,3219.0
2022-11-03,7650.98,43375,883.03,54727,1092.50,0,0.00,0,0.00,32129.0,87175,3292.0
2022-11-02,7616.69,45158,909.47,50042,1057.17,0,0.00,0,0.00,25680.0,83711,3517.0
2022-11-01,7462.91,49185,944.13,45545,847.13,0,0.00,0,0.00,26243.0,78726,3479.0
2022-10-31,12683.22,56309,925.75,41299,655.41,0,0.00,0,0.00,9272.0,80169,2685.0
2022-10-30,4209.27,35398,506.97,49422,733.03,0,0.00,0,0.00,7877.0,76155,2916.0
2022-10-29,5126.4,30802,494.21,43493,779.19,0,0.00,0,0.00,9745.0,63502,2786.0
2022-10-28,18244.53,21601,372.20,45395,729.76,0,0.00,0,0.00,8205.0,49293,2971.0
2022-10-27,7442.86,20136,377.39,51002,1033.89,0,0.00,0,0.00,8179.0,49862,2854.0
2022-10-26,6131.13,20343,402.44,54910,1325.90,0,0.00,0,0.00,7564.0,50339,3254.0
2022-10-25,4149.59,30509,507.70,63825,863.20,0,0.00,0,0.00,8330.0,59278,3192.0
2022-10-24,9949.04,29767,578.88,69670,1156.37,0,0.00,0,0.00,9026.0,60053,3113.0
2022-10-23,10791.45,37292,832.33,64049,912.35,0,0.00,0,0.00,6198.0,71437,2797.0
2022-10-22,5493.42,22736,455.08,47196,750.31,0,0.00,0,0.00,5865.0,57776,2816.0
2022-10-21,11917.24,20337,446.83,48217,861.33,0,0.00,0,0.00,6752.0,54354,2742.0
2022-10-20,10983.45,25268,515.48,49808,946.51,0,0.00,0,0.00,24068.0,56567,2837.0
2022-10-19,2647.04,24549,524.07,59995,1012.43,0,0.00,0,0.00,47051.0,50612,2720.0
2022-10-18,8665.33,28090,650.07,59773,900.51,0,0.00,0,0.00,43411.0,55240,2727.0
2022-10-17,12194.45,26594,608.74,63734,1174.21,0,0.00,0,0.00,50902.0,59625,2947.0
2022-10-16,10624.03,34729,698.39,61073,890.29,0,0.00,0,0.00,45117.0,49148,3062.0
2022-10-15,4835.57,25561,531.03,53991,766.43,0,0.00,0,0.00,39089.0,43532,2788.0
2022-10-14,4435.49,23361,519.95,56623,1022.51,0,0.00,0,0.00,40823.0,52920,2938.0
2022-10-13,10602.11,22649,464.21,63950,1072.61,0,0.00,0,0.00,42442.0,41387,3062.0
2022-10-12,7718.61,26230,509.13,57562,1050.32,0,0.00,0,0.00,42262.0,41264,2949.0
2022-10-11,6970.84,26383,530.09,59578,1319.80,0,0.00,0,0.00,51124.0,44131,3294.0
2022-10-10,14258.08,30379,579.23,52912,1075.55,0,0.00,0,0.00,51109.0,54424,3255.0
2022-10-09,5044.1,25840,506.73,51544,994.95,0,0.00,0,0.00,60216.0,53737,3327.0
2022-10-08,5029.52,30655,543.17,50518,949.07,0,0.00,0,0.00,52240.0,78613,3150.0
2022-10-07,8129.05,25942,514.10,44925,901.56,0,0.00,0,0.00,43106.0,100225,3104.0
2022-10-06,13087.61,21012,467.50,38725,955.65,2,0.01,0,0.00,41201.0,45784,2854.0
2022-10-05,24059.27,18422,484.36,48136,986.22,2930,35.00,0,0.00,48431.0,51400,3155.0
2022-10-04,12164.5,23663,486.99,55112,1007.96,3057,35.02,0,0.00,60679.0,60649,3132.0
2022-10-03,4298.92,35699,668.23,53501,824.20,12010,129.55,0,0.00,65962.0,59982,3402.0
2022-10-02,10139.43,39621,755.63,61414,982.84,13091,124.66,0,0.00,64399.0,73649,3575.0
2022-10-01,5055.97,39119,721.41,49821,865.39,13227,129.96,0,0.00,55203.0,63457,3512.0
2022-09-30,14609.46,32966,708.07,44336,705.37,12113,127.99,0,0.00,50146.0,60638,2855.0
2022-09-29,7395.46,22483,536.29,43751,1076.87,10157,129.08,0,0.00,90954.0,62608,2653.0
2022-09-28,6823.03,33141,626.12,45879,995.16,10344,130.00,0,0.00,101794.0,113573,2564.0
2022-09-27,10714.35,36011,636.87,49668,867.31,12194,130.00,0,0.00,123688.0,121711,2658.0
2022-09-26,7091.7,32753,629.51,55592,1078.58,13872,130.00,0,0.00,149393.0,145340,2883.0
2022-09-25,3874.88,35913,658.67,67129,1038.84,10479,100.00,0,0.00,131634.0,179255,2629.0
2022-09-24,6841.24,32669,645.71,57005,1016.22,10042,99.89,0,0.00,123219.0,163857,2928.0
2022-09-23,6215.87,29790,603.86,51327,893.86,8445,98.75,0,0.00,117160.0,140165,2883.0
2022-09-22,4996.46,22086,451.37,61359,1053.75,8657,98.23,0,0.00,95817.0,134221,2918.0
2022-09-21,14979.12,16686,397.48,57796,1270.62,9191,100.00,0,0.00,96174.0,115398,3099.0
2022-09-20,14190.72,20338,407.37,65571,1322.24,11053,99.92,0,0.00,109549.0,124481,3334.0
2022-09-19,13022.35,22945,430.75,74561,1394.65,8881,100.00,0,0.00,119148.0,138789,3325.0
2022-09-18,10569.21,32615,530.66,89793,1415.97,6097,64.99,0,0.00,97683.0,154285,3202.0
2022-09-17,5048.36,29582,532.76,81570,1323.33,6556,64.59,0,0.00,74602.0,147391,3614.0
2022-09-16,13279.07,29737,536.27,77002,1225.78,6545,65.00,0,0.00,62059.0,146288,3390.0
2022-09-15,11834.79,24927,458.41,73536,1372.98,7523,64.86,0,0.00,96325.0,98167,3465.0
2022-09-14,43147.42,72162,1610.52,84236,1478.12,7158,65.00,0,0.00,82746.0,107904,
2022-09-13,20660.46,57456,1145.63,126845,2050.45,4009,40.40,0,0.00,85893.0,88606,
2022-09-12,34407.09,60360,1221.72,178462,2941.34,3639,39.98,0,0.00,97020.0,100874,
2022-09-11,19661.77,69248,1388.29,275392,4522.61,4600,58.84,0,0.00,103195.0,103603,
2022-09-10,20795.17,76627,1474.37,224334,3477.84,4030,59.38,0,0.00,112402.0,96501,
2022-09-09,16501.65,87331,1452.65,220287,3577.73,3899,59.11,0,0.00,106395.0,102251,
2022-09-08,14965.95,80516,1451.59,234596,3878.76,4511,58.86,0,0.00,115947.0,101281,
2022-09-07,28158.89,89427,1570.45,245645,4015.59,6933,69.93,0,0.00,136553.0,123497,
2022-09-06,39484.68,108533,1959.39,185800,3629.11,11719,87.14,0,0.00,113886.0,139211,
2022-09-05,118274.65,86646,1769.89,457778,9460.65,12723,88.24,0,0.00,131306.0,123702,
2022-09-04,58538.56,107580,2338.23,447936,7806.93,10522,89.24,0,0.00,149074.0,138317,
2022-09-03,51889.23,128230,2741.53,405961,6663.88,9805,88.81,0,0.00,158506.0,162744,
2022-09-02,42114.43,139728,2636.55,281585,4862.53,6958,88.42,0,0.00,159830.0,187446,
2022-09-01,23240.56,138780,2815.56,297768,5062.98,35227,330.00,0,0.00,179726.0,174550,
2022-08-31,45854.36,161150,2982.32,198812,4367.89,36074,329.28,0,0.00,205329.0,203132,
2022-08-30,33779.84,162675,3054.81,117879,2305.07,31301,330.00,0,0.00,234148.0,214342,
