"","fb_organic_total_impressions_alphas","fb_organic_total_impressions_gammas","fb_organic_total_impressions_thetas","fb_paid_spend_alphas","fb_paid_spend_gammas","fb_paid_spend_thetas","google_paid_spend_alphas","google_paid_spend_gammas","google_paid_spend_thetas","mountain_paid_spend_alphas","mountain_paid_spend_gammas","mountain_paid_spend_thetas","pinterest_paid_spend_alphas","pinterest_paid_spend_gammas","pinterest_paid_spend_thetas","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","iterations","coef0","mape.qt10","robynPareto","error_score","cluster","top_sol"
"47",1.1404375,0.8329555,0.2355789,1.598765,0.34656512,0.1663164,0.75735,0.5659314,0.0991662,2.96124,0.5948981,0.1126158,2.2170675,0.7056717,0.245481,0.6424118,0.098809201308423,-0.210247138969929,-0.767347809795671,0.157252590250289,2.61606408950612,2.37671066502881,2.61606408950612,0.0673187136861044,0,518470.043037644,0.360678,1437232.53871745,1e-04,1,0.107208967208862,12.8125584125519,"1_99_1",1,99,1,99,TRUE,TRUE,3,0.291284696850803,2,FALSE
"48",1.173775,0.7879028,0.2357553,1.574715,0.4001203,0.1694001,0.9735075,0.4330091,0.2052777,2.068935,0.6570875,0.1689942,1.946235,0.5742012,0.205992,0.6423041,0.099158449481727,-0.210796710487734,-0.765251957774476,0.157222116402822,2.61665799759608,2.37530100715648,2.61665799759608,0.11114486992571,0,524962.810305909,0.365196,1437232.53871745,1e-04,1,0.105038404464722,12.9337396621704,"1_100_1",1,100,1,100,TRUE,TRUE,5,0.292819542125857,2,FALSE
"49",2.032345,0.6546669,0.1200318,1.803195,0.6902451,0.0977838,1.05598,0.6211425,0.1147452,0.67026225,0.5176706,0.2132874,2.213745,0.4980125,0.1889928,0.7302179,0.0715023913077167,-0.0916500091609727,-0.908057319924796,0.168249495790882,1.74466421608852,2.32741875874653,1.74466421608852,0.120688239930684,0,794636.837794096,0.552849,1437232.53871745,1e-04,1,0.115712881088257,13.0656633377075,"1_101_1",1,101,1,101,FALSE,TRUE,1,0.278965395728242,2,FALSE
"50",1.969735,0.5944683,0.1878927,2.172155,0.6758433,0.1447311,1.2867625,0.5521554,0.1286397,1.7820325,0.5262099,0.1437867,1.23621,0.569703,0.1024014,0.6942083,0.0713948468943298,0.0672819397630197,-0.907990770895271,0.164636667767329,2.14287761317868,2.38699294350055,2.14287761317868,0.202681901657672,0,793972.902761351,0.552387,1437232.53871745,1e-04,1,0.106278657913208,0.106278657913208,"2_1_1",2,1,1,1,FALSE,TRUE,12,0.307580655087279,2,FALSE
"51",1.57796,0.9069196,0.0950691,2.1991225,0.5636627,0.1981254,1.4400225,0.7086684,0.1205607,1.488185,0.7728276,0.1281552,1.35468,0.6162187,0.1805619,0.7148984,0.17910802526282,0.190527271729808,-0.599524495680614,0.156211715601284,1.82684976666656,2.15061232994135,1.82684976666656,0.222410130146428,0,309832.051719826,0.215497,1437232.53871745,1e-04,1,0.109488248825073,0.350563764572144,"2_3_1",2,3,1,3,FALSE,TRUE,8,0.243526519490325,1,FALSE
"52",2.2338975,0.5268826,0.1430889,2.113055,0.5137989,0.1669326,1.1243375,0.8227992,0.1628169,1.7033975,0.4224377,0.1951326,1.55892,0.5774492,0.1674117,0.6517034,0.14407410089732,-0.076166631082581,-0.634066837220951,0.153795675351197,2.49898521627596,2.26296011989181,2.49898521627596,0.173119747984424,0,362811.767990707,0.252363,1437232.53871745,1e-04,1,0.104767084121704,0.588797807693481,"2_5_1",2,5,1,5,TRUE,TRUE,11,0.266020951766041,2,FALSE
"53",1.2602875,0.835857,0.1523922,1.84333,0.5406579,0.1400505,0.9462475,0.7565764,0.2381493,1.557845,0.4974378,0.1139991,1.9731625,0.7353811,0.0625785,0.614996,0.0755690900577718,-0.462660294339553,-0.790532070727721,0.157206898271162,2.80877444748393,2.42559117649376,2.80877444748393,0.104894831181287,0,661614.148679525,0.460285,1437232.53871745,1e-04,1,0.108711242675781,1.56488847732544,"2_13_1",2,13,1,13,TRUE,TRUE,6,0.307791067268423,2,FALSE
"54",1.7323,0.5295664,0.1166064,0.9686475,0.4639113,0.1190892,0.61097475,0.6315886,0.1661124,1.4362875,0.6738952,0.1356858,1.9445,0.6340162,0.0441018,0.6749936,0.0485623430082228,-0.00625880122136602,-1.01582819444706,0.165554073437156,2.30249552763534,2.48867901631645,2.30249552763534,0.066513034870906,0,1066161.8356766,0.74179,1437232.53871745,1e-04,1,0.10306453704834,1.80942487716675,"2_15_1",2,15,1,15,FALSE,TRUE,2,0.325716696973605,2,FALSE
"55",1.3688825,0.7491529,0.1769535,2.324075,0.7338124,0.1605789,1.5227775,0.5066183,0.171096,1.559475,0.5991282,0.1842297,1.620115,0.6519019,0.0972681,0.7058327,0.218220822908383,0.254236899094819,-0.477399801400796,0.152901264195878,1.77041187372694,2.08660295935777,1.77041187372694,0.189929069479363,0,242137.983067415,0.168392,1437232.53871745,1e-04,1,0.110021114349365,1.93515348434448,"2_16_1",2,16,1,16,FALSE,TRUE,3,0.217809045554326,1,FALSE
"56",1.9356675,0.5204125,0.2539362,2.5236225,0.756218,0.1788042,1.332005,0.7512837,0.1621614,1.6861775,0.666387,0.1003401,2.111375,0.7617669,0.1325424,0.673502,0.120802219696913,0.0620155158314266,-0.77033902858666,0.157552426645686,2.29368016615156,2.3322516790256,2.29368016615156,0.157333237432164,0,456840.489186489,0.317793,1437232.53871745,1e-04,1,0.104101181030273,2.53769397735596,"2_21_1",2,21,1,21,FALSE,TRUE,7,0.284409272810257,2,FALSE
"57",2.024775,0.8829229,0.1000419,2.3458925,0.3951951,0.1754688,2.2715975,0.8022521,0.0721407,1.876405,0.70642,0.1699359,1.73479,0.7868451,0.0684054,0.7018817,0.108935608508528,0.12102085970507,-0.822854166495668,0.163162878504192,1.9476262012702,2.32239909195805,1.9476262012702,0.376059209228323,0,516245.429551307,0.35913,1437232.53871745,1e-04,1,0.107565879821777,2.79041004180908,"2_23_1",2,23,1,23,FALSE,TRUE,12,0.33504022050201,2,FALSE
"58",1.122895,0.5219875,0.1079559,1.54811,0.5700257,0.0831231,2.5036775,0.5525201,0.1556508,2.3330625,0.71776,0.1396944,2.0730325,0.5782122,0.1204653,0.7511222,0.0774845721304604,-0.401133041237701,-0.822642201092954,0.166630681959333,1.74463945032505,2.21405785743858,1.74463945032505,0.375183745862255,0,725340.415112442,0.504629,1437232.53871745,1e-04,1,0.113156080245972,3.29986977577209,"2_27_1",2,27,1,27,FALSE,TRUE,8,0.307999328659541,2,FALSE
"59",2.0514475,0.5520119,0.1416099,1.2792375,0.6873373,0.1468878,1.8922425,0.6615556,0.0789786,1.73219,0.6022523,0.2010501,1.6354975,0.4991073,0.1059711,0.7572146,0.0863970215286748,-0.567055171747078,-0.767000739061819,0.165310276981534,1.76573920314605,2.1345931590072,1.76573920314605,0.352014940951733,0,648644.422119966,0.45126,1437232.53871745,1e-04,1,0.111434459686279,4.17238116264343,"2_34_1",2,34,1,34,FALSE,TRUE,9,0.280340732824818,2,FALSE
"60",2.2847275,0.7287185,0.1971036,2.066775,0.7836587,0.2128614,1.1243375,0.8227992,0.1628169,1.7033975,0.4224377,0.1951326,1.55892,0.5774492,0.1674117,0.6517034,0.142877038894588,-0.0727209924609507,-0.639293700300724,0.153903183860197,2.49498142026778,2.26657647721449,2.49498142026778,0.173984745878254,0,362811.767990707,0.252363,1437232.53871745,1e-04,1,0.108389139175415,4.30486249923706,"2_35_1",2,35,1,35,TRUE,TRUE,11,0.267231201345388,2,FALSE
"61",0.9786775,0.5402792,0.00886884,1.5841925,0.36907873,0.0384879,1.852155,0.4713971,0.1493796,1.9849775,0.698356,0.1927761,1.9198975,0.4655213,0.064617,0.7293146,0.0422548404218488,-0.120386486485162,-1.01227147002264,0.171005962471491,1.77605252650587,2.39361551359295,1.77605252650587,0.311465826283296,0,1252490.46022316,0.871447,1437232.53871745,1e-04,1,0.109760761260986,4.43143010139465,"2_36_1",2,36,1,36,FALSE,TRUE,8,0.333922728108498,2,FALSE
"62",2.493715,0.3835982,0.2007444,1.395445,0.6890943,0.1391934,1.67432,0.6928582,0.129096,1.9137175,0.5837562,0.1045998,2.042625,0.6044629,0.1221426,0.7367894,0.0612521398785461,-0.158502586037818,-0.910113239858819,0.168524358132805,1.78692178961417,2.30979785243677,1.78692178961417,0.294797021293393,0,906216.724693134,0.630492,1437232.53871745,1e-04,1,0.109236001968384,4.69097781181335,"2_38_1",2,38,1,38,FALSE,TRUE,6,0.306489445374214,2,FALSE
"63",2.063665,0.561583,0.1465584,1.4595025,0.7123063,0.1508385,1.803485,0.821864,0.1453644,1.7512575,0.6877601,0.0798378,1.9925375,0.5466436,0.109134,0.7200812,0.0763375602151786,0.0421368985749709,-0.913169172349372,0.166520569326958,1.87914511015223,2.34964434490003,1.87914511015223,0.327862042073801,0,749076.811077454,0.521146,1437232.53871745,1e-04,1,0.105542659759521,4.81333041191101,"2_39_1",2,39,1,39,FALSE,TRUE,9,0.326732509175131,2,FALSE
"64",1.81986,0.5815162,0.137238,1.2386125,0.5034725,0.141372,0.794475,0.5115981,0.1526487,1.9228825,0.6278555,0.1538445,1.04524,0.6180674,0.1741044,0.6926651,0.100943477396306,0.0874080775951945,-0.833606223842777,0.161611207105204,2.12859297101006,2.35321291099894,2.12859297101006,0.122790678049747,0,562416.21901452,0.391258,1437232.53871745,1e-04,1,0.11617374420166,5.19433856010437,"2_42_1",2,42,1,42,FALSE,TRUE,4,0.287000953159216,1,FALSE
"65",1.7323,0.5295664,0.1166064,0.9686475,0.4639113,0.1190892,0.8781725,0.718817,0.1047747,1.4362875,0.6738952,0.1356858,1.9445,0.6340162,0.0441018,0.6749936,0.0490369562794278,-0.00629158635180183,-1.01478978596892,0.165512775953728,2.30253303637626,2.48803794028396,2.30253303637626,0.187949658948404,0,1066161.8356766,0.74179,1437232.53871745,1e-04,1,0.115605354309082,5.57680344581604,"2_45_1",2,45,1,45,FALSE,TRUE,12,0.335249602546348,2,FALSE
"66",1.3688825,0.7491529,0.1217556,1.7033025,0.6027829,0.0986142,2.3074975,0.5066183,0.171096,1.559475,0.5991282,0.1842297,1.620115,0.6519019,0.0972681,0.7058327,0.217984212778492,0.247891564152654,-0.494404488469197,0.15292440068511,1.77792770655621,2.09857687300988,1.77792770655621,0.327975810406964,0,242137.983067415,0.168392,1437232.53871745,1e-04,1,0.108344316482544,5.70147252082825,"2_46_1",2,46,1,46,FALSE,TRUE,9,0.262756615319168,1,FALSE
"67",1.931575,0.5442769,0.127122,2.1164325,0.618003,0.1581648,1.6839425,0.6661133,0.1785309,1.891375,0.7982621,0.1401339,2.734645,0.6528693,0.01880052,0.6523109,0.0631980172307621,-0.126478916375399,-0.87430714296974,0.160818241590004,2.563530225047,2.42190152267426,2.563530225047,0.186450674956218,0,793800.452103496,0.552267,1437232.53871745,1e-04,1,0.113981962203979,6.20807099342346,"2_50_1",2,50,1,50,FALSE,TRUE,12,0.315304712881675,2,FALSE
"68",0.9246675,0.655782,0.1689243,2.6115825,0.7915365,0.1176252,2.8519825,0.5882887,0.1717107,1.6861775,0.666387,0.1003401,2.111375,0.7617669,0.1325424,0.746132,0.133368034062431,-0.114673732173833,-0.673782361151066,0.161175609049275,1.70717415382024,2.1347242898119,1.70717415382024,0.307911647609787,0,415416.404080751,0.288968,1437232.53871745,1e-04,1,0.10580849647522,6.32993316650391,"2_51_1",2,51,1,51,FALSE,TRUE,7,0.264545491728792,2,FALSE
"69",1.3088875,0.9184731,0.2202078,2.6981125,0.4693734,0.1646538,1.24561,0.7353545,0.2160747,2.1626625,0.7252157,0.2164107,1.274015,0.8294044,0.1634517,0.7067747,0.0948397681412495,0.107109769030287,-0.84681410604386,0.164551016614838,1.92903808383498,2.33108137112193,1.92903808383498,0.191546209986315,0,622023.788902319,0.432736,1437232.53871745,1e-04,1,0.107775211334229,6.45386075973511,"2_52_1",2,52,1,52,FALSE,TRUE,9,0.289199481978648,2,FALSE
"70",1.50547,0.5671004,0.1000419,2.3458925,0.3951951,0.1754688,2.153265,0.6350655,0.1370388,2.01495,0.6973753,0.0899511,1.576155,0.7397148,0.1811838,0.7267481,0.0830207820682064,-0.00756078799852489,-0.896444910786432,0.167061373230754,1.75876436757205,2.32503272536732,1.75876436757205,0.330174087637949,0,691805.947603599,0.481294,1437232.53871745,1e-04,1,0.119329214096069,6.59021806716919,"2_53_1",2,53,1,53,FALSE,TRUE,8,0.320901359397531,2,FALSE
"71",1.779985,0.5574488,0.1103445,0.90653,0.5087155,0.1342494,0.843305,0.6126487,0.1842495,1.517885,0.6829917,0.1195323,1.8273225,0.6536666,0.0657906,0.6749018,0.0538538132079548,-0.00104583200154251,-1.00004358960072,0.165093062748564,2.29652369215482,2.47891627539926,2.29652369215482,0.172423147611139,0,985613.007569866,0.68574,1437232.53871745,1e-04,1,0.113201141357422,6.72001481056213,"2_54_1",2,54,1,54,FALSE,TRUE,10,0.33041301813295,2,FALSE
"72",0.9194725,0.8811932,0.2072664,2.93926,0.9182673,0.2115219,2.08832,0.6076437,0.1692768,1.3326175,0.5700656,0.2062962,2.02839,0.6602277,0.0335352,0.7075091,0.512694679847451,0.572738960269462,0.305433570190001,0.12073645318804,1.32985297031665,1.4307255474974,1.32985297031665,0.179132251171858,0,46386.6545756218,0.0321782,1437232.53871745,1e-04,1,0.121800422668457,6.85904479026794,"2_55_1",2,55,1,55,FALSE,TRUE,2,0.0754174089184265,3,FALSE
"73",1.23601,0.8850425,0.2105979,2.8510875,0.9055924,0.2133906,2.1947375,0.7163502,0.2116194,1.5365725,0.7063381,0.2180166,1.27613,0.642909,0.164994,0.7232822,0.258406034796049,0.271617705576107,-0.417320078154322,0.150453367077329,1.50789079661003,2.01240282288156,1.50789079661003,0.294403863602755,0,188938.392207768,0.131373,1437232.53871745,1e-04,1,0.109400033950806,6.98538446426392,"2_56_1",2,56,1,56,FALSE,TRUE,4,0.229609292753382,1,FALSE
"74",1.0302025,0.8509119,0.2039097,2.8770025,0.8802685,0.0831231,2.5036775,0.5525201,0.1556508,2.3330625,0.71776,0.2075028,1.3179075,0.6310657,0.1549233,0.7303688,0.231531322398446,0.177098117238265,-0.485867138654363,0.153065199512014,1.51476119255713,2.05385041811591,1.51476119255713,0.2913907451443,0,221106.188253105,0.153757,1437232.53871745,1e-04,1,0.106774568557739,7.1084201335907,"2_57_1",2,57,1,57,FALSE,TRUE,5,0.238620503483286,1,FALSE
"75",1.969735,0.5944683,0.1878927,2.172155,0.6758433,0.1447311,1.2867625,0.5521554,0.1286397,1.7820325,0.5262099,0.1437867,1.23621,0.569703,0.1024014,0.7189862,0.0730730041363136,0.0517028148777727,-0.908553647989888,0.166433010488395,1.91804807790724,2.34676332357553,1.91804807790724,0.188241242325392,0,793972.902761351,0.552387,1437232.53871745,1e-04,1,0.106566429138184,7.6270866394043,"2_61_1",2,61,1,61,FALSE,TRUE,8,0.293281016389275,2,FALSE
"76",1.6011625,0.5837947,0.1294821,1.4192675,0.5335067,0.1285677,0.923585,0.7086684,0.1205607,1.488185,0.7728276,0.1405935,2.0321875,0.5411703,0.1935753,0.7131761,0.151932586711099,0.167382253658038,-0.663169123127455,0.158756916515035,1.86834659000728,2.19293845380308,1.86834659000728,0.125172620208065,0,369580.45631154,0.257073,1437232.53871745,1e-04,1,0.114024877548218,7.87867569923401,"2_63_1",2,63,1,63,FALSE,TRUE,3,0.23856745987871,1,FALSE
"77",2.0514475,0.5520119,0.1416099,1.2792375,0.6873373,0.1468878,1.8922425,0.6615556,0.0789786,1.80181,0.6022523,0.2010501,1.6354975,0.4991073,0.1059711,0.7572146,0.0863945000440983,-0.567059286817666,-0.767040317931395,0.165310505104163,1.76574152155093,2.1346170651407,1.76574152155093,0.352009088266519,0,648644.422119966,0.45126,1437232.53871745,1e-04,1,0.108187198638916,8.00276279449463,"2_64_1",2,64,1,64,FALSE,TRUE,9,0.280344215164873,2,FALSE
"78",0.9786775,0.5402792,0.00886884,1.5841925,0.36907873,0.0384879,1.852155,0.4713971,0.1493796,1.9849775,0.7579337,0.1510299,2.00973,0.5260405,0.1677837,0.7293146,0.107002573198468,-0.00721122628465487,-0.830095811064819,0.165124446200382,1.68396148299406,2.2826956937357,1.68396148299406,0.304856471162261,0,546162.744511627,0.379948,1437232.53871745,1e-04,1,0.115865707397461,8.26156544685364,"2_66_1",2,66,1,66,FALSE,TRUE,6,0.302069213806345,2,FALSE
"79",2.493715,0.3835982,0.2007444,1.395445,0.540597,0.1409361,0.970445,0.5478504,0.1479384,1.92105,0.6190355,0.1439958,1.2447175,0.6153465,0.1637121,0.7367894,0.0615682089507456,-0.153237091948141,-0.915242764579234,0.168495985326835,1.78285630809969,2.31289720308464,1.78285630809969,0.137313037196878,0,906216.724693134,0.630492,1437232.53871745,1e-04,1,0.115134954452515,8.51668310165405,"2_68_1",2,68,1,68,FALSE,TRUE,3,0.27618068697941,2,FALSE
"80",1.76754,0.5480625,0.147423,1.5763,0.602449,0.1703853,1.172285,0.6195262,0.1114359,1.828735,0.7195464,0.1448793,1.26928,0.5511033,0.2951535,0.7215878,0.406326270257043,0.476160342986533,0.00585077422163094,0.133866500740049,1.35505970017865,1.68538247320404,1.35505970017865,0.154717982072688,0,85660.854813426,0.0595072,1437232.53871745,1e-04,1,0.107024192810059,8.76156544685364,"2_70_1",2,70,1,70,FALSE,TRUE,1,0.09927815304026,3,FALSE
"81",2.434935,0.4184624,0.0880632,0.70247775,0.8115488,0.1712379,1.3876925,0.6401412,0.1654653,1.2562225,0.7700472,0.1680891,1.2827125,0.5774555,0.293736,0.7031513,0.457375031289627,0.508605687635024,0.163847278302906,0.127285536511004,1.45441491542706,1.57261119916368,1.45441491542706,0.354750330298061,0,62851.5248432696,0.0436353,1437232.53871745,1e-04,1,0.112264394760132,8.89015579223633,"2_71_1",2,71,1,71,FALSE,TRUE,4,0.184798849110579,3,FALSE
"82",1.98115,0.5677269,0.176244,1.85036,0.6694565,0.2158629,1.52848,0.5115981,0.1123785,2.120005,0.6585827,0.1501011,0.61414725,0.5724421,0.2477937,0.7225328,0.508289824704704,0.633448840799293,0.233241609335484,0.122510529168169,1.07266874540624,1.47833140212878,1.07266874540624,0.187040299344422,0,46411.0850854847,0.0321952,1437232.53871745,1e-04,1,0.107030153274536,9.01355266571045,"2_72_1",2,72,1,72,FALSE,TRUE,1,0.0814360194852508,3,FALSE
"83",1.2602875,0.835857,0.1523922,0.72478625,0.305011293,0.1079157,0.9046125,0.6182284,0.1685739,1.41636,0.5883699,0.1864449,1.9207775,0.6536267,0.0486813,0.6964994,0.183865323871431,0.206078424781984,-0.580212329183222,0.155480634880466,1.9076921589662,2.16954550439625,1.9076921589662,0.285998964944616,0,285404.416034577,0.198499,1437232.53871745,1e-04,1,0.115352869033813,9.14522385597229,"2_73_1",2,73,1,73,FALSE,TRUE,9,0.266396319402606,1,FALSE
"84",1.7323,0.5295664,0.1592634,0.8239625,0.4144297,0.0955299,0.5504965,0.5742481,0.1953144,1.51014,0.5934869,0.1349787,1.92485,0.6854109,0.0610515,0.687155,0.0426296180012449,0.0153383670436232,-0.997596291901154,0.16661755042927,2.23184897936797,2.45836657814408,2.23184897936797,0.0586655515651594,0,1151858.31592032,0.801422,1437232.53871745,1e-04,1,0.106870174407959,9.39109063148499,"2_75_1",2,75,1,75,FALSE,TRUE,1,0.316298196919136,2,FALSE
"85",1.1383875,0.7491529,0.1769535,2.324075,0.7338124,0.1605789,2.562415,0.5874382,0.1374243,1.5356875,0.6004603,0.198888,1.6018625,0.6220623,0.1052334,0.7310678,0.169608017031201,0.0738348947910548,-0.64634293591007,0.159112738484695,1.60699434799669,2.1619167882917,1.60699434799669,0.323077007248547,0,327554.230992123,0.227829,1437232.53871745,1e-04,1,0.112874984741211,9.52023816108704,"2_76_1",2,76,1,76,FALSE,TRUE,6,0.276571943315846,1,FALSE
"86",2.17898,0.3901845,0.1762602,1.1215375,0.48907,0.119322,0.75577,0.4028496,0.2648394,2.1287125,0.5640911,0.1696923,1.35276,0.6377724,0.040014,0.6458132,0.0311834455037842,-0.242440897372589,-0.984814467602704,0.163865340213363,2.64233493203045,2.51379868232342,2.64233493203045,0.0976740361355414,0,1364385.06957279,0.949309,1437232.53871745,1e-04,1,0.10554838180542,9.76416087150574,"2_78_1",2,78,1,78,TRUE,TRUE,5,0.334433916792973,2,FALSE
"87",1.819725,0.6410169,0.1311156,1.998285,0.6593436,0.1155888,1.7547525,0.5134769,0.0690867,2.2080575,0.7432344,0.1597404,0.62696225,0.5130338,0.2392605,0.7019279,0.226590197451292,0.253783576975392,-0.509698538341567,0.152009821902993,1.79452174648427,2.11351827633183,1.79452174648427,0.301666660445815,0,234943.916457204,0.163386,1437232.53871745,1e-04,1,0.104116439819336,9.89202570915222,"2_79_1",2,79,1,79,FALSE,TRUE,7,0.257076207179124,1,FALSE
"88",1.931575,0.5442769,0.127122,2.1164325,0.618003,0.1581648,0.6277855,0.6233216,0.0866361,2.1987325,0.8487279,0.0955455,1.041285,0.6528693,0.01880052,0.6523109,0.065130965187556,-0.130409286036687,-0.872555032669432,0.160652243965936,2.56799850577757,2.4207692560711,2.56799850577757,0.181205627321115,0,793800.452103496,0.552267,1437232.53871745,1e-04,1,0.109359502792358,10.0178165435791,"2_80_1",2,80,1,80,FALSE,TRUE,12,0.314194337819836,2,FALSE
"89",1.3088875,0.9184731,0.2202078,2.6981125,0.4693734,0.1646538,1.24561,0.7353545,0.2160747,2.1626625,0.7252157,0.1482702,1.44981,0.6777095,0.1404831,0.7149728,0.0923248883225364,0.0904266406988538,-0.844334370400606,0.164261509981841,1.93651376830461,2.30933274435548,1.93651376830461,0.18028721274084,0,633087.935692573,0.440435,1437232.53871745,1e-04,1,0.11067271232605,10.2823212146759,"2_82_1",2,82,1,82,FALSE,TRUE,8,0.280910604364739,2,FALSE
"90",2.9463275,0.4610035,0.1422015,1.1067025,0.4915543,0.0550491,1.02325,0.5385768,0.1665885,2.0818475,0.6534405,0.0761328,1.2281725,0.660367,0.1892193,0.7267481,0.0824197671556549,-0.00718753263816629,-0.903363728266771,0.167116112709977,1.7584385663674,2.3292700832689,1.7584385663674,0.194561375538119,0,691805.947603599,0.481294,1437232.53871745,1e-04,1,0.112749576568604,10.4120352268219,"2_83_1",2,83,1,83,FALSE,TRUE,4,0.289183238165908,2,FALSE
"91",1.779985,0.5574488,0.1103445,0.90653,0.5087155,0.1342494,0.843305,0.6126487,0.1842495,1.517885,0.6829917,0.1195323,1.3612375,0.6230108,0.0657906,0.6749018,0.0547886817530061,-0.00131295324964409,-1.00035913196858,0.165011479977565,2.29683007640676,2.47911181420305,2.29683007640676,0.182016048674059,0,985613.007569866,0.68574,1437232.53871745,1e-04,1,0.121746778488159,10.5509629249573,"2_84_1",2,84,1,84,FALSE,TRUE,11,0.331748066793604,2,FALSE
"92",0.8494275,0.8811932,0.2072664,2.93926,0.9182673,0.2115219,2.08832,0.6076437,0.1692768,1.3326175,0.5700656,0.2062962,2.02839,0.6602277,0.0335352,0.7075091,0.512775757606142,0.573390058417421,0.305123467966133,0.120726408717129,1.32883931022668,1.43104489899835,1.32883931022668,0.179024926199732,0,46386.6545756218,0.0321782,1437232.53871745,1e-04,1,0.109809637069702,10.6775081157684,"2_85_1",2,85,1,85,FALSE,TRUE,1,0.0753538253174299,3,TRUE
"93",1.23601,0.8850425,0.2105979,2.8510875,0.9055924,0.2133906,2.1947375,0.7163502,0.2116194,1.5365725,0.7063381,0.2180166,2.402045,0.6396925,0.0977148,0.7232822,0.255110444371354,0.266530938374102,-0.407211955775861,0.150787298486246,1.5131469268115,2.00521389901158,1.5131469268115,0.244777469310132,0,188938.392207768,0.131373,1437232.53871745,1e-04,1,0.118695020675659,10.8132610321045,"2_86_1",2,86,1,86,FALSE,TRUE,4,0.210562226802314,1,FALSE
"94",1.6619275,0.6353952,0.1505724,1.56629,0.5788317,0.1297221,1.136315,0.5525201,0.1556508,2.3330625,0.6458364,0.1645764,1.0997725,0.6206672,0.1702683,0.7002059,0.119290201016576,0.138415684521776,-0.788634190934117,0.162358800750672,1.93014039185341,2.30045033476044,1.93014039185341,0.194580268498992,0,494154.50028,0.343758,1437232.53871745,1e-04,1,0.109214067459106,10.9399671554565,"2_87_1",2,87,1,87,FALSE,TRUE,10,0.280716591161616,1,FALSE
"95",2.99197,0.32653721,0.2488857,1.2885425,0.6044496,0.1752594,1.0843575,0.421744,0.1820505,2.19675,0.7338747,0.1428918,0.69367375,0.6861431,0.1592703,0.7392002,0.0412229136765287,-0.218610893377134,-0.98474851820759,0.170283348772235,1.80235836333655,2.35453458523856,1.80235836333655,0.17208884420413,0,1262848.99640502,0.878655,1437232.53871745,1e-04,1,0.108932971954346,11.0657527446747,"2_88_1",2,88,1,88,FALSE,TRUE,6,0.293106599713905,2,FALSE
"96",1.5691675,0.9430179,0.2032284,1.3328925,0.5180416,0.1486776,1.1033475,0.6465784,0.1272966,1.4920925,0.7209212,0.1596912,2.0724375,0.6486042,0.0597951,0.6939803,0.0830620293932816,0.0804162537620838,-0.869503066591726,0.163599134365798,2.12773637378669,2.36279526160347,2.12773637378669,0.183160114515122,0,668507.863727304,0.465082,1437232.53871745,1e-04,1,0.107181787490845,11.3231160640717,"2_90_1",2,90,1,90,FALSE,TRUE,9,0.297224166330889,2,FALSE
"97",1.969735,0.5944683,0.1878927,2.172155,0.6758433,0.1447311,1.2984675,0.763708,0.1286397,1.7820325,0.5262099,0.1437867,1.23621,0.569703,0.1024014,0.7189862,0.0732131074827093,0.0508758947259348,-0.909565285376333,0.166420431988145,1.91888416970286,2.34738519737091,1.91888416970286,0.208558678623349,0,793972.902761351,0.552387,1437232.53871745,1e-04,1,0.108397245407104,11.448025226593,"2_91_1",2,91,1,91,FALSE,TRUE,9,0.297009209520814,2,FALSE
"98",1.3767375,0.6749837,0.0980268,1.8907675,0.35727932,0.0745881,1.2934575,0.5214401,0.100776,1.7554425,0.7943295,0.1409148,1.334805,0.5287215,0.2573046,0.6883619,0.360483201639491,0.348731846564789,-0.0630985276509084,0.136035692828341,1.82431891930558,1.79174760115984,1.82431891930558,0.18352025409871,0,105600.749545746,0.0733824,1437232.53871745,1e-04,1,0.103817939758301,11.5760843753815,"2_92_1",2,92,1,92,FALSE,TRUE,7,0.135766663917983,3,FALSE
"99",1.6011625,0.5837947,0.1294821,1.4192675,0.5335067,0.1285677,0.923585,0.7086684,0.153531,1.488185,0.7728276,0.1405935,2.0321875,0.5411703,0.1935753,0.7131761,0.151875673581708,0.16736705901116,-0.663397008319768,0.158762243450846,1.86836363788867,2.19308868539322,1.86836363788867,0.124678614977828,0,369580.45631154,0.257073,1437232.53871745,1e-04,1,0.10454535484314,11.6967115402222,"2_93_1",2,93,1,93,FALSE,TRUE,3,0.23855979121002,1,TRUE
"100",1.38723,0.5520119,0.1416099,1.2792375,0.6873373,0.0623955,0.63340075,0.8569025,0.1451661,1.045455,0.8301086,0.1450785,2.9127175,0.5077404,0.1326798,0.7144985,0.0833324821511819,0.0878629572861857,-0.871282941958481,0.165052987049575,1.95190014230142,2.32634612112369,1.95190014230142,0.0736641827109412,0,683929.263806043,0.475813,1437232.53871745,1e-04,1,0.115233659744263,11.8282010555267,"2_94_1",2,94,1,94,FALSE,TRUE,1,0.275942101939884,2,FALSE
