"","solID","mape","decomp.rssd","nrmse","nrmse_test","nrmse_train","fb_paid_spend","google_paid_spend","pinterest_paid_spend","mountain_paid_spend","cluster","top_sol"
"1","1_100_1",0,0.11114486992571,2.61665799759608,2.37530100715648,0.157222116402822,0.0737343849957484,0.229223547878352,0.0906692065233349,0,2,FALSE
"2","1_101_1",0,0.120688239930684,1.74466421608852,2.32741875874653,0.168249495790882,0.0215213848793242,0.111336088490328,0.0346449191443082,0.135777159753945,2,FALSE
"3","1_17_1",0,0.149457151648182,1.74798270038678,2.34719972159219,0.169052344498449,0.0215632996249263,0.0704864360880816,0.00143391592887847,0.126707235373602,2,FALSE
"4","1_22_1",0,0.235976550644238,2.10495537716474,2.25616847442764,0.157141927770657,0.138758886158254,0.19412005527201,0.153847902704085,0.204192323892759,1,FALSE
"5","1_28_1",0,0.307912657946184,1.97072976909108,2.40479117940624,0.167083506846172,0.0447842278857317,0.0396015121513094,0.0737023808200513,0.119487716626551,2,FALSE
"6","1_31_1",0,0.21150175187417,1.96105362310554,2.37886403608495,0.166696449425453,0.0217054777979513,0.0547904095843648,0.0458640796240641,0.124563334793479,2,FALSE
"7","1_32_1",0,0.231448018733784,1.94826338543289,2.36126060581586,0.165703282008643,0.0355504461871129,0.0722286808657878,0.0879276848513399,0.13887677004325,2,FALSE
"8","1_35_1",0,0.106426415422599,2.84391512857114,2.47970195951124,0.159538009820004,0.00645182978006997,0.0808325754040203,0.00198090183328281,0,2,FALSE
"9","1_37_1",0,0.142559753259863,2.59385284911284,2.3945722805465,0.159842961143417,0.0166694560331846,0.117009414774572,0.0546355074412584,0,2,FALSE
"10","1_38_1",0,0.16970305639668,1.96333748796949,2.3807371662126,0.166790271934135,0.0150650428544476,0.0601367621100171,0.0210353462102765,0.125961745281394,2,FALSE
"11","1_39_1",0,0.0673189297276894,2.61618472504378,2.37683685569605,0.157256804905405,0.0814347521877478,0.301933684965847,0.0603693897674291,0,2,FALSE
"12","1_42_1",0,0.143051206074141,2.14904119187399,2.32664400934183,0.160506805684218,0.0856041947153102,0.232364121411049,0.163378809420518,0.16901883265003,1,FALSE
"13","1_43_1",0,0.0816422719112723,2.72473716496222,2.41046565718365,0.158581404199901,0.0695918621609114,0.236706250332664,0.0591052833910593,0,2,FALSE
"14","1_44_1",0,0.113477743408607,2.93337208175874,2.42724375080116,0.156012691749101,0.0292328794386992,0.113598024100425,0.0174523210338659,0,2,FALSE
"15","1_45_1",0,0.252383296846467,2.03993654230685,2.40142197840484,0.165877099914604,0.0849860886517417,0.112046470014706,0.107857957867753,0.127782410285558,2,FALSE
"16","1_47_1",0,0.0883550163321701,1.74746042342859,2.34753880494988,0.169074707972731,0.0215435894110595,0.114908994797886,0.00137506037281245,0.126764815860057,2,FALSE
"17","1_5_1",0,0.106525486774808,2.84471750581205,2.48460029336977,0.159653472850187,0.00654765456843943,0.0810803671665155,0.00220016576478222,0,2,FALSE
"18","1_52_1",0,0.12484380828758,1.87578391324771,2.34680833494837,0.166596556581109,0.0329081270422368,0.119202324685087,0.0390544061691315,0.132707876074863,2,FALSE
"19","1_53_1",0,0.179565220537521,2.29116403954586,2.3064863061348,0.15600529539518,0.0593890286345347,0.16599586682501,0.144595707733862,0.23348082790229,1,FALSE
