"","rn","cluster","n","boot_mean","boot_se","boot_ci","ci_low","ci_up","sd","dist100"
"1","fb_paid_spend",1,17,0.658424998941447,0.0730009439207469,"[0.02, 1.3]",0.0229196162067045,1.29906276295112,0.292003775682987,0.0187894009910141
"2","fb_paid_spend",2,81,0.349718693651018,0.0112240423389235,"[0.15, 0.55]",0.149284466311552,0.551342476063002,0.100390886608674,0.00608929073705857
"3","fb_paid_spend",3,7,1.93565279037955,0.319781262367161,"[0, 4.02]",0,4.01942915436913,0.783300922102616,0.0564245555411552
"4","google_paid_spend",1,17,0.445701083765131,0.0295374274195912,"[0.19, 0.7]",0.18864545556843,0.704994745721366,0.118149709678365,0.00760251221726935
"5","google_paid_spend",2,81,0.292251160291861,0.0138759685722415,"[0.04, 0.54]",0.0440549521520416,0.541107986973735,0.124110435924731,0.0075280192593046
"6","google_paid_spend",3,7,1.24274233977003,0.0640097694109999,"[0.83, 1.66]",0.828768085043481,1.65755636831162,0.156791273610161,0.0115390992978632
"7","mountain_paid_spend",1,17,1.79653896440832,0.139002711195554,"[0.59, 3.02]",0.58515714069006,3.01508951887518,0.556010844782214,0.035777313815652
"8","mountain_paid_spend",2,81,0.621914260575599,0.0426593695332076,"[0, 1.39]",0,1.38552612745484,0.381557000614143,0.0217034356432639
"9","mountain_paid_spend",3,7,4.83701703544926,0.354992124527837,"[2.54, 7.14]",2.53922834439028,7.1356097431737,0.869549567799746,0.0639947528725547
"10","pinterest_paid_spend",1,17,3.5452551946395,0.278600707878599,"[1.11, 5.98]",1.11309855518365,5.98336960843745,1.1144028315144,0.0717078456190161
"11","pinterest_paid_spend",2,81,1.50595007264207,0.0514589169815808,"[0.58, 2.43]",0.584860195065323,2.42817734594876,0.460262545677332,0.0279175984064454
"12","pinterest_paid_spend",3,7,8.74694677132061,0.560604557135513,"[5.12, 12.38]",5.12314519208122,12.3817635682442,1.37319511246095,0.101060692940251
