"","fb_organic_total_impressions_alphas","fb_organic_total_impressions_gammas","fb_organic_total_impressions_thetas","fb_paid_spend_alphas","fb_paid_spend_gammas","fb_paid_spend_thetas","google_organic_total_impressions_alphas","google_organic_total_impressions_gammas","google_organic_total_impressions_thetas","google_paid_spend_alphas","google_paid_spend_gammas","google_paid_spend_thetas","instagram_organic_total_impressions_alphas","instagram_organic_total_impressions_gammas","instagram_organic_total_impressions_thetas","mountain_paid_spend_alphas","mountain_paid_spend_gammas","mountain_paid_spend_thetas","pinterest_paid_spend_alphas","pinterest_paid_spend_gammas","pinterest_paid_spend_thetas","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","iterations","coef0","mape.qt10","robynPareto","error_score","cluster","top_sol"
"1",1.8754725,0.6603313,0.1598325,1.995855,0.7605055,0.089487,2.161425,0.7945206,0.1279386,0.9992075,0.6728592,0.1461471,1.23386,0.6477236,0.2272152,1.2050875,0.4457267,0.2541156,2.142765,0.865838,0.2047599,0.7694333,0.16075816733022,-1.01318329860282,-0.562376293064323,0.157367160214183,1.67384034487172,1.97153435438583,1.67384034487172,0.0813608052325977,0,363612.22646092,0.25292,1437232.53871745,1e-04,1,0.109793663024902,12.8876316547394,"1_97_1",1,97,1,97,FALSE,TRUE,7,0.209785044303388,4,TRUE
"2",1.9185025,0.6180254,0.1745025,2.2196575,0.7016579,0.117426,1.643765,0.9651764,0.0587799,1.733745,0.7807838,0.1477638,0.68430925,0.4903013,0.2367783,1.44178,0.6006836,0.1193505,2.714545,0.8970335,0.0759867,0.7541009,0.601587609057994,0.706321022974558,0.436386488162309,0.109146897077936,0.772392982925424,1.2137157448669,0.772392982925424,0.0948449878995862,0,19754.3809385693,0.0136461,1437232.53871745,1e-04,1,0.109248161315918,13.0143554210663,"1_98_1",1,98,1,98,FALSE,TRUE,3,0.0557648581833348,5,FALSE
"3",1.461,0.6150469,0.0535071,1.2134375,0.4307222,0.0865473,2.70297,0.6066938,0.02867055,0.6507405,0.7356982,0.220815,0.69411275,0.7436719,0.2416299,2.0594925,0.5871022,0.1380213,1.635065,0.5834958,0.1877757,0.6403571,0.0365273365582374,-0.252664947928986,-0.976864729861768,0.162383909739671,2.65870193712355,2.50732270636265,2.65870193712355,0.0854207848146271,0,1188196.54370814,0.826708,1437232.53871745,1e-04,1,0.11974573135376,13.4174196720123,"1_101_1",1,101,1,101,TRUE,TRUE,11,0.325472775637712,4,FALSE
"4",1.61522,0.6533719,0.1670577,1.8567275,0.6361624,0.1687914,1.8385075,0.5983351,0.1745484,1.076465,0.6035879,0.02585073,1.912745,0.7177404,0.1376916,1.8966175,0.6231942,0.2031615,2.19637,0.8707191,0.02685837,0.7672223,0.236676800461058,-0.522122683807089,-0.434493745207153,0.150264223246517,1.54132462721677,1.89793153592009,1.54132462721677,0.0724209983599461,0,220527.041460473,0.153354,1437232.53871745,1e-04,1,0.114671230316162,14.7092959880829,"1_111_1",1,111,1,111,FALSE,TRUE,5,0.193335120388452,2,TRUE
"5",1.7582675,0.6835853,0.2461977,1.254395,0.9098785,0.1771209,2.080725,0.6917473,0.182508,0.7671225,0.5124024,0.1500321,1.8089175,0.548115,0.086988,1.9899775,0.9207691,0.114327,2.822985,0.5116303,0.0852657,0.7323311,0.309367265153273,0.305224862206611,-0.360429509409689,0.144649986745488,1.38365860049107,1.96101436832145,1.38365860049107,0.060137882294156,0,150828.23391049,0.104854,1437232.53871745,1e-04,1,0.106987476348877,15.737943649292,"1_119_1",1,119,1,119,FALSE,TRUE,2,0.206310310272959,6,FALSE
"6",1.9185025,0.6180254,0.1745025,2.2196575,0.9201559,0.1350822,1.1013625,0.8780432,0.1992537,1.2066125,0.5683555,0.1342038,1.995405,0.4651909,0.2701995,1.41822,0.5119677,0.1008057,2.8783325,0.5007845,0.0759867,0.7541009,0.598858155241051,0.697647070843002,0.459140917243597,0.109520132106674,0.78371648221784,1.18896303184947,0.78371648221784,0.0896057598671603,0,19754.3809385693,0.0136461,1437232.53871745,1e-04,1,0.118005514144897,16.9003937244415,"1_128_1",1,128,1,128,FALSE,TRUE,3,0.0496811079241921,5,FALSE
"7",1.461,0.6150469,0.0535071,1.2134375,0.4307222,0.0865473,2.70297,0.6066938,0.02867055,0.6507405,0.7356982,0.220815,1.3626075,0.5610636,0.2110116,1.58417,0.6689399,0.1379205,2.3676175,0.8486747,0.0983445,0.6403571,0.0348882736181406,-0.25253081506867,-0.981321140485276,0.162521975072406,2.65855958906664,2.51014722169729,2.65855958906664,0.0507157537686955,0,1188196.54370814,0.826708,1437232.53871745,1e-04,1,0.115723133087158,17.285195350647,"1_131_1",1,131,1,131,TRUE,TRUE,3,0.324916241523129,4,FALSE
"8",1.97828,0.5704751,0.124542,2.7496825,0.7922386,0.245322,1.68565,0.4223726,0.2231103,1.25787,0.5971262,0.1735539,1.13954,0.4282484,0.2172489,1.0932725,0.36849801,0.1214865,2.6549325,0.7968376,0.0745353,0.7589177,0.661085913185171,0.706454451737617,0.589025666290059,0.100399022049251,0.752386050298002,1.01999205572094,0.752386050298002,0.178559688439573,0,264.675259189711,8.41646e-05,1437232.53871745,1e-04,1,0.119421005249023,17.9445292949677,"1_136_1",1,136,1,136,TRUE,TRUE,3,0.0828781079806803,5,FALSE
"9",1.902205,0.6088113,0.1693209,2.133825,0.7551162,0.1064226,1.831815,0.8919739,0.091038,1.505265,0.7258821,0.052353,1.1996875,0.795698,0.239445,1.25387,0.5611056,0.1444926,2.65452,0.8521383,0.0882945,0.7365392,0.344568229905939,0.333601510436921,-0.23940677234579,0.140512170859849,1.35234045593092,1.85657862352832,1.35234045593092,0.132623377528957,0,125518.800528071,0.0872424,1437232.53871745,1e-04,1,0.112653732299805,18.3448569774628,"1_139_1",1,139,1,139,FALSE,TRUE,7,0.191631348872693,2,FALSE
"10",1.8561475,0.5743734,0.1734078,1.770915,0.6434018,0.1529577,1.857645,0.5941883,0.1509729,1.238525,0.7446904,0.1079043,1.3407025,0.5473436,0.2725095,1.9426525,0.7652543,0.0951753,2.8814725,0.6080539,0.0777636,0.7452419,0.391957825117614,0.389893442368452,-0.111487677488493,0.134829612774354,1.26993484884733,1.73611540717379,1.26993484884733,0.10499936697322,0,95320.390995446,0.0662288,1437232.53871745,1e-04,1,0.112758874893188,18.4760937690735,"1_140_1",1,140,1,140,FALSE,TRUE,4,0.162164822092858,6,FALSE
