"","solID","mape","decomp.rssd","nrmse","nrmse_test","nrmse_train","fb_paid_spend","google_paid_spend","pinterest_paid_spend","mountain_paid_spend","cluster","top_sol"
"1","1_101_1",0,0.0854207848146271,2.65870193712355,2.50732270636265,0.162383909739671,0.015468018385642,0.0120703807689804,0.0719688418844275,0,4,FALSE
"2","1_111_1",0,0.0724209983599461,1.54132462721677,1.89793153592009,0.150264223246517,0.142886801974738,0.11263854584512,0.170141833819911,0.329440592900164,2,TRUE
"3","1_119_1",0,0.060137882294156,1.38365860049107,1.96101436832145,0.144649986745488,0.277951833094187,0.278430920356257,0.262393676223453,0.495704025010104,6,FALSE
"4","1_128_1",0,0.0896057598671603,0.78371648221784,1.18896303184947,0.109520132106674,0.426444422948772,0.506698883970484,0.181863799650038,0.927205566527973,5,FALSE
"5","1_131_1",0,0.0507157537686955,2.65855958906664,2.51014722169729,0.162521975072406,0.015588694021445,0.012153576027322,0.0455735677856895,0,4,FALSE
"6","1_136_1",0,0.178559688439573,0.752386050298002,1.01999205572094,0.100399022049251,0.465214475842047,0.655148870727423,0,0.670222595043711,5,FALSE
"7","1_139_1",0,0.132623377528957,1.35234045593092,1.85657862352832,0.140512170859849,0.190525699166971,0.112938913827466,0.221277669182051,0.531758010873472,2,FALSE
"8","1_140_1",0,0.10499936697322,1.26993484884733,1.73611540717379,0.134829612774354,0.294310126607165,0.190039531030086,0.270890306914776,0.572226961242838,6,FALSE
"9","1_141_1",0,0.0899665253462559,1.53634349726778,1.89866921293166,0.150317688941709,0.142467185337145,0.174446070927096,0.169675900716662,0.328635709439628,2,FALSE
"10","1_144_1",0,0.141666721585454,0.78525461454386,1.16248488006272,0.10723166178871,0.441299021207344,0.230449677104236,0.103939012857264,0.832068820185304,5,FALSE
"11","1_151_1",0,0.126102333172773,1.12508748733256,1.63189735191919,0.128133373001808,0.299685897334535,0.182339113785635,0.263199015023901,0.768831810040641,6,FALSE
"12","1_153_1",0,0.0916693647362739,1.39252921367684,1.96632202196896,0.145198726764787,0.149516570562887,0.147187707228382,0.224479855715911,0.506394283632537,2,FALSE
"13","1_158_1",0,0.268253755383134,1.3469491847377,1.85958808423256,0.140393542410336,0.299084258969415,0.0881854688468399,0.217599563766456,0.519982705485913,2,FALSE
"14","1_173_1",0,0.0912790234577184,1.9136232535028,1.34770213371237,0.121015424544135,0.250687762394842,0.231791357768257,0.33441480879547,0.740925838920653,6,TRUE
"15","1_174_1",0,0.088302104821429,0.695066763902913,1.03692920089907,0.101076811854382,0.53432968820259,0.356265077469219,0,0.671102233107953,5,FALSE
